record_id,product_class,title,source_platform,source_page_url,creator,license_id,license_url,license_evidence_url,license_checked_at,duration_seconds,width,height,language,procedure_or_scene,relevance,commercial_use,modification,redistribution_rule,personality_or_privacy,status,status_reason,reviewer_1,reviewer_2,local_file_sha256,notes
espresso-005,Espresso Machine,"Morning Espresso Routine - Progress, Results, Observations and Miscellany.webm",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Morning_Espresso_Routine_-_Progress,_Results,_Observations_and_Miscellany.webm","Scott Schiller from San Francisco, CA, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,"https://commons.wikimedia.org/wiki/File:Morning_Espresso_Routine_-_Progress,_Results,_Observations_and_Miscellany.webm",2026-07-21,55.858,1920,1080,und,espresso machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,bc21ca95d53ebc6e89bc0bda6c15f03e0e842ad4c4ca4302439a52377c5d2ea7,"source_disjoint_test_candidate; variant=480p.vp9.webm; This is how I make coffee in the morning. As one would hope with routines, both the speed and the results of this one are improving with time. Espresso is the result of almost-boiling water at high pressure (~8 bars or 116 PSI) being forced at a consistent rate through coffee beans ground to a specific range of fineness. This video doesn't show the grinding of the beans, distribution and tamping - basically, the first two-thirds of the process. This is just about brewing, the ""fun"" part. What yo; final_split=development; reviewed_at=2026-07-22"
espresso-006,Espresso Machine,Приготовление макиато.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:%D0%9F%D1%80%D0%B8%D0%B3%D0%BE%D1%82%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5_%D0%BC%D0%B0%D0%BA%D0%B8%D0%B0%D1%82%D0%BE.webm,Pannet,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,https://commons.wikimedia.org/wiki/File:%D0%9F%D1%80%D0%B8%D0%B3%D0%BE%D1%82%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5_%D0%BC%D0%B0%D0%BA%D0%B8%D0%B0%D1%82%D0%BE.webm,2026-07-21,49.407,800,990,und,espresso machine,machine_candidate,allowed,allowed,share-alike attribution required,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,28a7eb41cf5436c8f07326544cbe26283ca15b734221be1bcaa8da46ddcd3fb4,source_disjoint_test_candidate; variant=480p.vp9.webm; Приготовление макиато в кофемашине; final_split=development; reviewed_at=2026-07-22
espresso-008,Espresso Machine,"Machine à café à l'hôtel de la Cloche (Dole, Jura, France).webm",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Machine_%C3%A0_caf%C3%A9_%C3%A0_l%27h%C3%B4tel_de_la_Cloche_(Dole,_Jura,_France).webm",Benoît Prieur,CC0,https://creativecommons.org/publicdomain/zero/1.0/,"https://commons.wikimedia.org/wiki/File:Machine_%C3%A0_caf%C3%A9_%C3%A0_l%27h%C3%B4tel_de_la_Cloche_(Dole,_Jura,_France).webm",2026-07-21,60.77,1920,1080,und,espresso machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,751d98992d4fefbae1320347c13336b302194c681bc6f275451efba45f8041b8,"development_candidate; variant=480p.vp9.webm; Machine à café à l'hôtel de la Cloche (Dole, Jura, France) Necta Krea Espresso; final_split=source_disjoint_test; reviewed_at=2026-07-22"
espresso-009,Espresso Machine,Tassimo coffee system.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Tassimo_coffee_system.webm,Erik Pålsson;,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:Tassimo_coffee_system.webm,2026-07-21,83.808,1920,1080,und,espresso machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,8f6db2a60da5b7ef3c596daefa5347b8ef153a7225720e25d70f1d0b9e2ece09,"development_candidate; variant=480p.vp9.webm; This is a Tassimo single-serve coffee system manufactured by Bosch, and bought in Sweden. It it a machine similar to the Nespresso system which makes single-serve coffee or hot beverages using a sort of capsule. You can make, espresso, cafe americano, hot chocolate, tea, lattes and much more. On each little capsule, or disc, is a bar code which is read by the machine and it then changes the temperature of the water, the amount of water, brew time and strength according to the code. Even though t; final_split=development; reviewed_at=2026-07-22"
espresso-015,Espresso Machine,Morning Espresso Routine (abridged version).webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Morning_Espresso_Routine_(abridged_version).webm,"Scott Schiller from San Francisco, CA, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://commons.wikimedia.org/wiki/File:Morning_Espresso_Routine_(abridged_version).webm,2026-07-21,43.146,1920,1080,und,espresso preparation,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,26b894a7ce6689345efe2f8373c7d8201b3c4f89696f01d551b76ad539e5370e,"development_candidate; variant=480p.vp9.webm; Blue Bottle ""Hayes Valley"" Espresso roast. This extraction ran a little long at close to 35 seconds, but I think the result turned out pretty well.; final_split=development; reviewed_at=2026-07-22"
espresso-016,Espresso Machine,Sunday Morning Espresso Routine - Grind + distribute + tamp + extraction (15-Second Abridged Version).webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Sunday_Morning_Espresso_Routine_-_Grind_%2B_distribute_%2B_tamp_%2B_extraction_(15-Second_Abridged_Version).webm,"Scott Schiller from San Francisco, CA, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://commons.wikimedia.org/wiki/File:Sunday_Morning_Espresso_Routine_-_Grind_%2B_distribute_%2B_tamp_%2B_extraction_(15-Second_Abridged_Version).webm,2026-07-21,16.119,1920,1080,und,espresso preparation,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,750ac463f30e74acc91ab8d02c96658107c86a822edb18a538124c5d561f0c31,"development_candidate; variant=480p.vp9.webm; ~19 grams of Hayes Valley Espresso from Blue Bottle. This one turned out OK, but the extraction was a little runnier than I would have liked. I blame the camera partially obstructing the distribution + tamp.; ) Also on YouTube .; final_split=development; reviewed_at=2026-07-22"
pressure-001,Pressure Cooker,Panela de pressão,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Panela_de_press%C3%A3o.webm,Mateus S. Figueiredo,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Panela_de_press%C3%A3o.webm,2026-07-16,120.648,1280,720,pt-BR;en,pressure cooking with visible steam,medium,allowed,allowed,modified media must preserve compatible ShareAlike terms,none observed,scope_review,Shows operating state but not a full setup procedure,Codex,,1fb991b801931f1b4ad9922e7f58edea0b3940f4f6364b700817e44d8ded5005,Source SHA-1 62a15339bbc05b7b38f52014f22ca752a9d2a399
pressure-006,Air Fryer,Multi Function Pressure Cooker,Internet Archive,https://archive.org/details/multi-function-pressure-cooker,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/multi-function-pressure-cooker,2026-07-21,59.93,480,276,und,multifunction pressure cooker operation,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,10589727dbc1c36db2bf46976ee21269c8c85c7300888fce00df6a2680214cf9,development_candidate; archive_file=Multi Function Pressure Cooker.mp4; final_split=development; reviewed_at=2026-07-22; original_product_class=Pressure Cooker
pressure-010,Pressure Cooker,Instant Pot. Group C,Internet Archive,https://archive.org/details/mctvscia-Instant_Pot._Group_C,MCTVSC,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/mctvscia-Instant_Pot._Group_C,2026-07-22,251.12,854,480,English,electric pressure cooker group demonstration,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,41d0990e12aae28db4f788786354e068c25745f7ee423709ae5bae656c280e37,development_candidate; archive_file=Instant_Pot._Group_C.mp4; final_split=development; reviewed_at=2026-07-22
pressure-011,Pressure Cooker,Pulled Pork Instant Pot I Simply Cooking Demo,Internet Archive,https://archive.org/details/hcctvmd-Pulled_Pork_Instant_Pot_I_Simply_Cooking_Demo,Howard Community College,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/hcctvmd-Pulled_Pork_Instant_Pot_I_Simply_Cooking_Demo,2026-07-22,316.84,854,480,English,electric pressure cooker cooking,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,3438b34413088260074ad5e5e90113a4ece35296a2c00c4e7ff3e50b2279512e,development_candidate; archive_file=Pulled_Pork_Instant_Pot_I_Simply_Cooking_Demo.mp4; final_split=source_disjoint_test; reviewed_at=2026-07-22
printer-001,Printer,Printer.ogv,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Printer.ogv,Matrobriva,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Printer.ogv,2026-07-16,33.800,384,288,en;it,inkjet printer printing a page,high,allowed,allowed,modified media must preserve compatible ShareAlike terms,none observed,provisional_accept,Direct printer operation although resolution is low,Codex,,763150ad2fddda905dec386ac2db3e9e4279edf882b2629e623f927009d3dda7,Source SHA-1 9aed3d6c23a2a1cf26f785881018d284c297eb54
printer-003,Printer,"Electronica 2025, Bangalore International Exhibition Centre, 16.webm",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Electronica_2025,_Bangalore_International_Exhibition_Centre,_16.webm",Gpkp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,"https://commons.wikimedia.org/wiki/File:Electronica_2025,_Bangalore_International_Exhibition_Centre,_16.webm",2026-07-21,95.404,1920,1080,und,laser printer,machine_candidate,allowed,allowed,share-alike attribution required,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,6c2dece9f5027bb67bcf168b9cb516833b02f05c52696d07dcd43a492a9cb24f,"source_disjoint_test_candidate; variant=480p.vp9.webm; Electronica, Productronica and Laser World of Photonics India (2025), Bangalore International Exhibition Centre; final_split=development; reviewed_at=2026-07-22"
printer-006,Printer,FALHA DO CARTUCHO DE TINTA - O QUE FAZER.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:FALHA_DO_CARTUCHO_DE_TINTA_-_O_QUE_FAZER.webm,Valejet TV,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:FALHA_DO_CARTUCHO_DE_TINTA_-_O_QUE_FAZER.webm,2026-07-21,155.741,1920,1080,und,printer cartridge,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,e8e2ae0c31768243fd1d36391db1738a6c68bf9a707e0eba03ae8a8327048e25,"development_candidate; variant=480p.vp9.webm; If this message that the cartridges failed on your printer appears, your cartridge is probably burned, but with this tip today you can have the chance to recover your cartridge in a very simple and practical way. Remembering that if the process does not work you must discard the cartridge.; final_split=source_disjoint_test; reviewed_at=2026-07-22"
vacuum-001,Vacuum,Industrial vacuum cleaner in operation,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Industrial_vacuum_cleaner_in_operation.webm,JJMr19,CC-BY-SA-4.0,https://creativecommons.org/licenses/by-sa/4.0/,https://commons.wikimedia.org/wiki/File:Industrial_vacuum_cleaner_in_operation.webm,2026-07-16,26.508,640,480,de,industrial vacuum operation,medium,allowed,allowed,modified media must preserve compatible ShareAlike terms,personality-rights warning on source page,hold_privacy,Source page explicitly warns about personality rights,Codex,,4b5708d5a23a322951f76962a871bf0b761ab005619d4df874dec30df85fb244,Source SHA-1 8387345013e24a385b1f53dcbd8b458e21d1fa56
vacuum-002,Vacuum,A vacuum cleaner manufactured by Miele purchased 2013,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:A_vacuum_cleaner_manufactured_by_Miele,_purchased_2013.webm",Sounds of Changes,CC-BY-3.0,https://creativecommons.org/licenses/by/3.0/,"https://commons.wikimedia.org/wiki/File:A_vacuum_cleaner_manufactured_by_Miele,_purchased_2013.webm",2026-07-16,31,406,720,en,consumer vacuum operation,high,allowed,allowed,attribution required,home location metadata on source page,provisional_accept,Direct consumer-product operation; strip location metadata from local derivatives,Codex,,3973dc88640c9bce9abf181d9652107bd4e3a0148a11d6e74c89d47f4940f10a,Wikimedia page also mentions CC-BY 4.0 permission but the actual license template is CC-BY 3.0; use the stricter recorded evidence
vacuum-003,Vacuum,Robot vacuum cleaner - Japan - 2024 June 24.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Robot_vacuum_cleaner_-_Japan_-_2024_June_24.webm,Nesnad,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://commons.wikimedia.org/wiki/File:Robot_vacuum_cleaner_-_Japan_-_2024_June_24.webm,2026-07-21,15.45,3840,2160,und,vacuum cleaner,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,ff8f173e2e3570c158950b184f1570c65017ac86638bfe595c216fb574206216,source_disjoint_test_candidate; variant=480p.vp9.webm; Robot vacuum cleaner (ロボット掃除機); final_split=development; reviewed_at=2026-07-22
vacuum-008,Vacuum,A day in the life of NEATO our cleaning bot.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_day_in_the_life_of_NEATO_our_cleaning_bot.webm,George Buitelaar,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:A_day_in_the_life_of_NEATO_our_cleaning_bot.webm,2026-07-21,123.812,1280,720,und,vacuum cleaner,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,e6cfce931933424bc860fc2b479e33c502523cfdcca85c6ea80280715e2dcb73,development_candidate; variant=480p.vp9.webm; NEATO our cleaning bot with an oldtime famous ragtime song. en:The Entertainer (rag) by Scott Joplin Performed by: Adam Cuerden CC-BY-3.0 licence http://imslp.org/wiki/The_Entertainer_%28Joplin%2C_Scott%29; final_split=development; reviewed_at=2026-07-22
vacuum-009,Vacuum,Vacuuming with Snickerdoodle (GEDC2330).webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Vacuuming_with_Snickerdoodle_(GEDC2330).webm,Trougnouf,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://commons.wikimedia.org/wiki/File:Vacuuming_with_Snickerdoodle_(GEDC2330).webm,2026-07-21,41.536,1280,720,und,vacuum cleaner,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,4ec97206c8dcd7b0f7f00b783296cc4672c572e3e2cae3d9759197deeb8b3f17,development_candidate; variant=480p.vp9.webm; Vacuuming with Snickerdoodle; final_split=source_disjoint_test; reviewed_at=2026-07-22
vacuum-010,Vacuum,Vorwerk Kobold VR100 in Zeitraffer im Büro.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Vorwerk_Kobold_VR100_in_Zeitraffer_im_B%C3%BCro.webm,Marcel B,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:Vorwerk_Kobold_VR100_in_Zeitraffer_im_B%C3%BCro.webm,2026-07-21,74.678,1280,720,und,vacuum cleaner,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,637d8034a115214879e048884627f06ccd389c7c04a71c3c081ec08ada5814c3,"development_candidate; variant=480p.vp9.webm; Um die Büroeinrichtung, die Katzenklos und was sonst noch so im Weg ist in Zeitraffer. Er wäre jetzt auch in die restliche Wohnung gefahren. Das habe ich mit einem Sperrband blockiert.; final_split=development; reviewed_at=2026-07-22"
washing-001,Washing Machine,Video of Laundry machines,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Video_of_Laundry_machines.webm,Joanna Poe,CC-BY-SA-2.0,https://creativecommons.org/licenses/by-sa/2.0/,https://commons.wikimedia.org/wiki/File:Video_of_Laundry_machines.webm,2026-07-16,15.769,1920,1080,en,washing machines running,medium,allowed,allowed,modified media must preserve compatible ShareAlike terms,public laundry scene,scope_review,Useful operating-state footage but no step sequence,Codex,,821d29e952ea63170d1d645e6c7390aee3d887bb4817e8135ebb2e1946d9468c,Source SHA-1 3ef2bb322e28c8d47c047dc021c571fde8b1df21; license reviewed on Wikimedia
washing-002,Washing Machine,The washing machine that is being operated,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:The_washing_machine_that_is_being_operated.webm,Fitrah 9131,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:The_washing_machine_that_is_being_operated.webm,2026-07-16,23.612,1920,1080,en,washing machines running in laundry,medium,allowed,allowed,modified media must preserve compatible ShareAlike terms,customer clothes visible,scope_review,Useful state recognition but privacy and procedure coverage need review,Codex,,cf060289b3fbfd4a3ce824797ad7ae80ead4f2bab43ce2d93d60d2c7a7768ffd,Source SHA-1 03cbda6b579a8d8e2205836fca747f9ca451b61c
washing-003,Washing Machine,Washing machine 120fps,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Washing_machine_120fps.webm,Golha,CC-BY-SA-4.0,https://creativecommons.org/licenses/by-sa/4.0/,https://commons.wikimedia.org/wiki/File:Washing_machine_120fps.webm,2026-07-16,27,1920,1080,en,1400 RPM spin cycle,high,allowed,allowed,modified media must preserve compatible ShareAlike terms,none observed,provisional_accept,Clear close-up of a high-speed operating state,Codex,,cd015c23369406a214cddc0248be1dcdb188c4a71b38958cfd642ba9bc9a4580,
washing-007,Washing Machine,Wringer washer.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Wringer_washer.webm,Pierre5018,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://commons.wikimedia.org/wiki/File:Wringer_washer.webm,2026-07-21,7.866,1920,1080,und,washing machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,2ed76f9afda46c6202dd06e9e1e6a7f24148098a41f091f0cb0f69d54b02f14a,development_candidate; variant=480p.vp9.webm; Laveuse-essoreuse à rouleaux au Site historique national de Paspébiac; final_split=source_disjoint_test; reviewed_at=2026-07-22
washing-009,Washing Machine,Aerra's Films of the Ordinary XV -- Washing machine pythagorean cup.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Aerra%27s_Films_of_the_Ordinary_XV_--_Washing_machine_pythagorean_cup.webm,Aerra Carnicom,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,https://commons.wikimedia.org/wiki/File:Aerra%27s_Films_of_the_Ordinary_XV_--_Washing_machine_pythagorean_cup.webm,2026-07-21,30.424,1280,720,und,washing machine,machine_candidate,allowed,allowed,share-alike attribution required,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,57acc9451dee2abb86548f4a70169ead87f439d21fdc261624ebb43a8b3f185a,development_candidate; variant=480p.vp9.webm; A pythagorean cup built into a washing machine to prevent overflow; final_split=development; reviewed_at=2026-07-22
washing-011,Washing Machine,Crazy Asko washing machine.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Crazy_Asko_washing_machine.webm,seethroughwalls,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:Crazy_Asko_washing_machine.webm,2026-07-21,102.565,854,480,und,washing machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,78ef45c531c29fee6fe564a91afe7a16043703710ceff3429beb2208e343e06e,development_candidate; variant=wikimedia_derivative; Here's a brand new Asko W6567 on the last spin cycle. It's totally out-of-control and damn noisy. This is the second Asko W6567 in a row that was deliverd to my door with the same flaw. At one point the machine actually hops across the floor! Asko's technicians admitted the machine was flawed even though it was installed and calibrated by professionals.; final_split=source_disjoint_test; reviewed_at=2026-07-22
