record_id,product_class,title,source_platform,source_page_url,creator,license_id,license_url,license_evidence_url,license_checked_at,duration_seconds,width,height,language,procedure_or_scene,relevance,commercial_use,modification,redistribution_rule,personality_or_privacy,status,status_reason,reviewer_1,reviewer_2,local_file_sha256,notes
airfryer-034,Air Fryer,AirFryer Brot III,Internet Archive,https://archive.org/details/twitch-vod-v2316447606,MikeLS_91,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/twitch-vod-v2316447606,2026-07-22,108.95,1920,1080,und,air fryer bread cooking,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,a2635cb1ab2fec1a9ba2167df5104bb49312b6f7ee78dd3eab2ef0122be1b784,development_candidate; archive_file=AirFryer_Brot_III-v2316447606.mp4
airfryer-035,Air Fryer,AirFryer Brot II,Internet Archive,https://archive.org/details/twitch-vod-v2316446781,MikeLS_91,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/twitch-vod-v2316446781,2026-07-22,121.98,1920,1080,und,air fryer bread cooking,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,dd1584a647e2b6403ca7e5134d98a47603981eba5a047e7e3eba119ff1611389,development_candidate; archive_file=AirFryer_Brot_II-v2316446781.mp4
airfryer-017,Air Fryer,Can I actually fix my kitchen air fryer?,Internet Archive,https://archive.org/details/youtube-3emzRi3gdiQ,FanboyFilms2,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-3emzRi3gdiQ,2026-07-22,1547.12,1280,720,und,"air fryer operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,9223ab4660d0c10be7da890c0ad13ee346420191e9607411c9edec081bf6a02b,development_candidate; archive_file=3emzRi3gdiQ.mp4
airfryer-018,Air Fryer,"Making a restaurant quality crispy pork belly doesn't have to be complicated. In fact, you can make one that looks and sounds just like this on a budget using an air fryer. Oh, did I also mention this dish costs under $25 and feeds the whole family!?!? 😮‍💨 I loved using the Ninja Foodi Max XXXL Dual Zone 9.5L Air Fryer AF400. I was able to cook both the pork belly and veggies to perfection thanks to the double barrel dual action of this beauty. I also made a quick red wine jus using ingredients I already had at home! 🫦 Your next Sunday roast just got a wholeeee lot better (and cheaper) 😉 #NinjaKitchenAU #NinjaAF400 #NinjaAirFryer @Ninja Kitchen Australia",Internet Archive,https://archive.org/details/TikTok-7248044505042111762,jasminseats,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/TikTok-7248044505042111762,2026-07-22,59.4,270,480,und,"air fryer operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,1fe3b49b5c86fbc378545a861908972abbcea7b5e16f7a064a00443120a53877,development_candidate; archive_file=7248044505042111762.ia.mp4
airfryer-019,Air Fryer,"Who doesn't love crispy and succulent pork belly? 😍 I'm excited to share part 1 of my Thịt Heo Quay in the air fryer recipe with you all! This is my parent’s quick version of the classic Vietnamese roasted pork belly, which is usually made in the oven or over a fire pit. With the air fryer, you can achieve the same crispy skin and juicy meat without the hassle of constantly turning and checking on it. 🔥 For part 1 of the recipe, we'll be preparing the pork belly by marinating it with a delicious blend of seasonings. Then, letting it marinate overnight. 🌓 Stay tuned for part 2 on how to finish the Thịt Heo Quay! 😋 👩🏼‍🍳 Full recipe on Jenhdao.com 🔎 Search “Thịt Heo Quay” #ThitHeoQuay #AirFryerRecipe #VietnameseFood #PorkBelly #crispypork #jenhdao #asianrecipes #EasyRecipes #ocfoodie #recipereels #asmreating #foodasmr #asmrfood #levelupprogram #tiktokpartner #WomenOfTikTok",Internet Archive,https://archive.org/details/TikTok-7218339788535893294,jenhdao,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/TikTok-7218339788535893294,2026-07-22,59.47,270,480,und,"air fryer operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,b7987a340b2b14be2f402edef3c686af52206e9ebe905ca945f2976a1b89d5ad,development_candidate; archive_file=7218339788535893294.ia.mp4
airfryer-020,Air Fryer,How to make Air Fryer Potato Stacks with a Sardine Tapenade #wildplanet #sardines #shorts #recipe,Internet Archive,https://archive.org/details/youtube-53Kg3tKZEOA,Wild Planet Foods,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-53Kg3tKZEOA,2026-07-22,88.19,270,480,und,"air fryer operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,1b6e55374c5d433e802a3a7acf4a1f80939f5617eac1bfe90f8b64bb86778637,development_candidate; archive_file=53Kg3tKZEOA.ia.mp4
airfryer-021,Air Fryer,I COOKED FOUR STEAKS WITH FOUR DIFFERENT TYPES OF HAWAIIAN 🌴 SALTS IN MY AIR FRYER,Internet Archive,https://archive.org/details/youtube-macMh9YZYjY,Alaska Prepper,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-macMh9YZYjY,2026-07-22,781.17,854,480,und,"air fryer operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,36ac6aa98289a539bde6e5a073dafd563df36fa0cbc756b9c3e1554ddc434425,development_candidate; archive_file=macMh9YZYjY.mp4
airfryer-022,Air Fryer,Tina's Joyful Kitchen- Air Fryer Chicken and Veggie Crunch Salad,Internet Archive,https://archive.org/details/mmcmd-Tina_s_Joyful_Kitchen-_Air_Fryer_Chicken_and_Veggie_Crunch_Salad,Montgomery Municipal Cable - MMC-TV,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/mmcmd-Tina_s_Joyful_Kitchen-_Air_Fryer_Chicken_and_Veggie_Crunch_Salad,2026-07-22,1644.11,854,480,English,"air fryer operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,640fbc7343212a90003954d779cd4d324a92020054e4a5db0ac0dfe4f5c902ce,development_candidate; archive_file=Tina_s_Joyful_Kitchen-_Air_Fryer_Chicken_and_Veggie_Crunch_Salad.mp4
airfryer-023,Air Fryer,Steak and chips cooked in an air fryer quick and easy #shorts,Internet Archive,https://archive.org/details/youtube-9lewk8Z5Htk,Chefstravels,CC-BY,https://creativecommons.org/licenses/by/3.0/,https://archive.org/details/youtube-9lewk8Z5Htk,2026-07-22,45.78,270,480,und,"air fryer operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,attribution required,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,0a35140e0a410d50e404355a003fbbee353745e3465f89c41d79572eb4df6a16,development_candidate; archive_file=9lewk8Z5Htk.mp4
airfryer-024,Air Fryer,NuWave Brio Digital Air Fryer,Internet Archive,https://archive.org/details/youtube-NmN53yuxr-U,NuWave LLC,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-NmN53yuxr-U,2026-07-22,135.77,640,360,und,"air fryer operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,7a8740df543d21984569ff68779962861d20e0fc8ae4f42567d2e58ab6880faa,development_candidate; archive_file=NuWave_Brio_Digital_Air_Fryer-NmN53yuxr-U.mp4
airfryer-025,Air Fryer,My top five air fryer recipes #food #chicken #potatoes #april #crabra...,Internet Archive,https://archive.org/details/TikTok-7487429074529307950,pearlmania500,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/TikTok-7487429074529307950,2026-07-22,89.33,270,480,und,"air fryer operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,652bd372bd852e81b83c5664c4d001c10c0dd6715f55dca9e984be28d8284136,development_candidate; archive_file=7487429074529307950.ia.mp4
airfryer-026,Air Fryer,MontereyRecreation Presents: That's Good! Air Fryer Donuts Demo,Internet Archive,https://archive.org/details/monterca-MontereyRecreation_Presents_-_That_s_Good_Air_Fryer_Donuts_Demo,City of Monterey CA,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/monterca-MontereyRecreation_Presents_-_That_s_Good_Air_Fryer_Donuts_Demo,2026-07-22,213.51,854,480,English,"air fryer operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,2c97ba89447c76d2f8e3923a4e16c461791bb3733eae994955229e750b6fcb27,development_candidate; archive_file=MontereyRecreation_Presents_-_That_s_Good_Air_Fryer_Donuts_Demo.mp4
airfryer-027,Air Fryer,Cooking With Bob: Air Fryer or Oven Baked Buffalo Wings?,Internet Archive,https://archive.org/details/youtube-ohiGKnzmfAY,The American Patriot,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-ohiGKnzmfAY,2026-07-22,283.43,854,480,und,"air fryer operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,d19ef592cad182330f3685fa61061f1249a0fe6a401741e149ae7d0f9cce671a,development_candidate; archive_file=ohiGKnzmfAY.mp4
airfryer-028,Air Fryer,Library Kitchen: Easy Air Fryer Egg Cups,Internet Archive,https://archive.org/details/gctvva-Library_Kitchen_-_Easy_Air_Fryer_Egg_Cups,Gloucester County VA,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/gctvva-Library_Kitchen_-_Easy_Air_Fryer_Egg_Cups,2026-07-22,330.07,854,480,English,"air fryer operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,6fb0942b2f92095c8c54e202e571f038dfa89083137c4d20c2ad8ee3cbd115ea,development_candidate; archive_file=Library_Kitchen_-_Easy_Air_Fryer_Egg_Cups.mp4
espresso-017,Espresso Machine,How to fix Jura A1 Model Espresso Machine,Internet Archive,https://archive.org/details/how-to-fix-jura-a1-model-espresso-machine,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/how-to-fix-jura-a1-model-espresso-machine,2026-07-22,663.84,1920,1080,und,"espresso machine operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,04dfe8604ca537cf1efabd8ba8565d728eafd214ba4e4ef8facfbdb861f402bd,development_candidate; archive_file=YTDown_YouTube_Media_lIR29ffd3PE_001_1080p.mp4
espresso-018,Espresso Machine,Portable espresso maker goes wherever you go,Internet Archive,https://archive.org/details/youtube-llFWIu51xb8,Insider,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-llFWIu51xb8,2026-07-22,93.52,854,480,und,"espresso machine operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,a1be173e9a82f128c4831b6b26114cac44e9dc08b95a25fab62a7714f9f1d3af,development_candidate; archive_file=llFWIu51xb8.mp4
espresso-019,Espresso Machine,Saeco espresso machine,Internet Archive,https://archive.org/details/SaecoEspressoMachine_201708,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/SaecoEspressoMachine_201708,2026-07-22,60.56,1280,720,und,"espresso machine operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,e3c9a00db16d8c668665b93f2c09ce18ccf3f522d348931ebf0e3faac66849f5,development_candidate; archive_file=saeco espresso machine.mp4
espresso-020,Espresso Machine,Saeco Espresso Machine,Internet Archive,https://archive.org/details/Anthonysespresso.comSaecoEspressoMachine,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/Anthonysespresso.comSaecoEspressoMachine,2026-07-22,63.66,1280,720,und,"espresso machine operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,39cb87ed0fb277cd25f584420789891ed1e4a31ecfdb36f842865621010afb21,development_candidate; archive_file=anthonysespresso.com - Saeco espresso machine.mp4
espresso-021,Espresso Machine,Original Espresso Machine Co. Espresso Machine Training DVD!,Internet Archive,https://archive.org/details/original-espresso-machine-co.-espresso-machine-training-dvd,Grayson Millar,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/original-espresso-machine-co.-espresso-machine-training-dvd,2026-07-22,95.02,1280,720,und,"espresso machine operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,6fa0e36cab249c58a85043ef2c3add5ee94c422392eb7debcf7cf4665694da24,development_candidate; archive_file=yt5s.com-Original Espresso Machine Co. Espresso Machine Training DVD!.mp4
espresso-022,Espresso Machine,TG Caption ➤ The Espresso Machine,Internet Archive,https://archive.org/details/youtube-0PxxapU0nu4,ZaynTG,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-0PxxapU0nu4,2026-07-22,430.08,852,480,und,"espresso machine operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,9e094900853e04cbd7075b239295399d7c33409b7ae3e336be7ca08d7bbeae7f,development_candidate; archive_file=0PxxapU0nu4.mp4
espresso-023,Espresso Machine,Starbucks Barista Home Espresso Machine,Internet Archive,https://archive.org/details/StarbucksBaristaHomeEspresso,Starbucks Coffee Company,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/StarbucksBaristaHomeEspresso,2026-07-22,1443.44,640,480,eng eng,"espresso machine operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,e34061684fc6953819ae65a1c1c8dfbb83203515b7bba9b73740d3a446199a35,development_candidate; archive_file=Starbucks Barista Home Espresso Machine.mp4
espresso-024,Espresso Machine,"Todays Author featuring Andrew Botieri, Author of The Magical Espresso Machine",Internet Archive,https://archive.org/details/Todays_Author_featuring_Andrew_Botieri_Author_of_The_Magical_Espresso_Machine,WHCA9TV,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/Todays_Author_featuring_Andrew_Botieri_Author_of_The_Magical_Espresso_Machine,2026-07-22,1720.46,854,480,English,"espresso machine operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,29d8d811186753e42da49de1054133c7c500688314434223dc570b305be1d0e7,development_candidate; archive_file=Todays_Author_featuring_Andrew_Botieri_Author_of_The_Magical_Espresso_Machine.mp4
pressure-032,Pressure Cooker,Making a Beef Stew using a Pressure Cooker,Internet Archive,https://archive.org/details/scm-214736-usingapressurecooker,J Nelson,CC-BY-SA,https://creativecommons.org/licenses/by-sa/4.0/,https://archive.org/details/scm-214736-usingapressurecooker,2026-07-22,1679.26,640,480,eng,pressure cooker beef stew,machine_candidate,owner_authorized,owner_authorized,share-alike attribution required,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,67bf0e3e67a47e833652c82ccef3a18b5857c112a29c04c81f78cc2271b25a91,source_disjoint_test_candidate; archive_file=spiritofcooking_13_02_19.mp4
pressure-033,Pressure Cooker,Pressure Cooking is Easy as 1 - 2 -3 with Fagor Pressure Cookers,Internet Archive,https://archive.org/details/fagor-pressure-cooker,Fagor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/fagor-pressure-cooker,2026-07-22,939.7,640,480,eng,pressure cooker setup and operation,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,82b0b03bbd100b164d99059f208450df8f8e3641542e1668ddc8da1cb4472e3d,source_disjoint_test_candidate; archive_file=Fagor Pressure Cooker.mp4
pressure-034,Pressure Cooker,Pressure Cooking Is As Easy As 1-2-3 With Fagor,Internet Archive,https://archive.org/details/pressure-cooking-is-as-easy-as-1-2-3-with-fagor-00s-90s-instructional-vhs,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/pressure-cooking-is-as-easy-as-1-2-3-with-fagor-00s-90s-instructional-vhs,2026-07-22,891.62,654,480,und,pressure cooker instruction,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,1f30b29434a169971801b799a0f3135a7e37f47fa2b4a322172cf3625a9bfe71,development_candidate; archive_file=Pressure Cooking Is As Easy As 1-2-3 With FAGOR (00s 90s Instructional VHS).mp4
pressure-006,Pressure Cooker,Multi Function Pressure Cooker,Internet Archive,https://archive.org/details/multi-function-pressure-cooker,archive-uploader:c49624e52612d103,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/multi-function-pressure-cooker,2026-07-21,59.93,480,276,und,multifunction pressure cooker operation,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,owner_authorized_candidate,Owner-authorized download; pending automated scope and quality screening,Codex-machine-prescreen,,10589727dbc1c36db2bf46976ee21269c8c85c7300888fce00df6a2680214cf9,development_candidate; archive_file=Multi Function Pressure Cooker.mp4
