record_id,product_class,title,source_platform,candidate_split,local_path,source_sha256,receipt_sha256,bytes,duration_seconds,fps,width,height,video_codec,audio_present,sample_frame_paths,sample_frame_count,duplicate_of,technical_decision,technical_reasons,content_decision,content_reason,screened_at
printer-009,Printer,Space Station Live- Space-Made Presents Unboxed.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/printer-009.webm,99da10081f05698cfc6f4794f046d8944225938a30c798dbf8bd70ca0a789e6d,99da10081f05698cfc6f4794f046d8944225938a30c798dbf8bd70ca0a789e6d,35048336,325.810,29.97,854,480,vp9,yes,data_video/review/candidate_frames/printer-009/sample_01.jpg|data_video/review/candidate_frames/printer-009/sample_02.jpg|data_video/review/candidate_frames/printer-009/sample_03.jpg|data_video/review/candidate_frames/printer-009/sample_04.jpg|data_video/review/candidate_frames/printer-009/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:54:12.704029+00:00
printer-010,Printer,Space Station Live- Update on 3-D Printing in Space.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/printer-010.webm,0797f8ac4a4cceff2f2754a9f6d9ce522247f6fef5d34857b3b598ec4c290f49,0797f8ac4a4cceff2f2754a9f6d9ce522247f6fef5d34857b3b598ec4c290f49,21850095,201.780,29.97,854,480,vp9,yes,data_video/review/candidate_frames/printer-010/sample_01.jpg|data_video/review/candidate_frames/printer-010/sample_02.jpg|data_video/review/candidate_frames/printer-010/sample_03.jpg|data_video/review/candidate_frames/printer-010/sample_04.jpg|data_video/review/candidate_frames/printer-010/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:54:16.649371+00:00
vacuum-003,Vacuum,Robot vacuum cleaner - Japan - 2024 June 24.webm,Wikimedia Commons,source_disjoint_test_candidate,data_video/raw/candidate_sources/vacuum-003.webm,ff8f173e2e3570c158950b184f1570c65017ac86638bfe595c216fb574206216,ff8f173e2e3570c158950b184f1570c65017ac86638bfe595c216fb574206216,1537728,15.460,25.0,854,480,vp9,yes,data_video/review/candidate_frames/vacuum-003/sample_01.jpg|data_video/review/candidate_frames/vacuum-003/sample_02.jpg|data_video/review/candidate_frames/vacuum-003/sample_03.jpg|data_video/review/candidate_frames/vacuum-003/sample_04.jpg|data_video/review/candidate_frames/vacuum-003/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:54:20.598576+00:00
vacuum-004,Vacuum,Staubsauger Henry Plus! 170 Breakdown.webm,Wikimedia Commons,source_disjoint_test_candidate,data_video/raw/candidate_sources/vacuum-004.webm,7e1835a2410bdd54a803b8b8d0420e47fc4a01833e34fc8dd6df55f407212b67,7e1835a2410bdd54a803b8b8d0420e47fc4a01833e34fc8dd6df55f407212b67,596721,16.600,30.0,360,480,vp9,no,data_video/review/candidate_frames/vacuum-004/sample_01.jpg|data_video/review/candidate_frames/vacuum-004/sample_02.jpg|data_video/review/candidate_frames/vacuum-004/sample_03.jpg|data_video/review/candidate_frames/vacuum-004/sample_04.jpg|data_video/review/candidate_frames/vacuum-004/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:54:23.449078+00:00
vacuum-005,Vacuum,Armenian Sign Language (ArSL) - փոշեկուլ - vacuum cleaner.webm,Wikimedia Commons,source_disjoint_test_candidate,data_video/raw/candidate_sources/vacuum-005.webm,51c5a35c52e86d82a1df8c481997d65a47f6650a5011e7275602f01b0726b0a8,51c5a35c52e86d82a1df8c481997d65a47f6650a5011e7275602f01b0726b0a8,277153,6.160,25.0,854,480,vp9,no,data_video/review/candidate_frames/vacuum-005/sample_01.jpg|data_video/review/candidate_frames/vacuum-005/sample_02.jpg|data_video/review/candidate_frames/vacuum-005/sample_03.jpg|data_video/review/candidate_frames/vacuum-005/sample_04.jpg|data_video/review/candidate_frames/vacuum-005/sample_05.jpg,5,,fail,file_too_small,not_reviewed,,2026-07-21T10:54:26.411201+00:00
vacuum-006,Vacuum,NASA Lander to Test Vacuum Cleaner on Moon for Sample Collection (Dennis Harris LPV).webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-006.webm,2ed56941f9ab04740dfc4bd5f83afaa36199c9652092d63e7be45ce7e6072e16,2ed56941f9ab04740dfc4bd5f83afaa36199c9652092d63e7be45ce7e6072e16,11172082,113.970,29.97,854,480,vp9,yes,data_video/review/candidate_frames/vacuum-006/sample_01.jpg|data_video/review/candidate_frames/vacuum-006/sample_02.jpg|data_video/review/candidate_frames/vacuum-006/sample_03.jpg|data_video/review/candidate_frames/vacuum-006/sample_04.jpg|data_video/review/candidate_frames/vacuum-006/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:54:30.116072+00:00
vacuum-007,Vacuum,Sparking commutator.ogv,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-007.webm,64cc8a36d46c63311ba61c182bc5aa9ae335ada2fb352f9b119ec17a98fc947a,64cc8a36d46c63311ba61c182bc5aa9ae335ada2fb352f9b119ec17a98fc947a,9659280,59.530,50.0,854,480,vp9,yes,data_video/review/candidate_frames/vacuum-007/sample_01.jpg|data_video/review/candidate_frames/vacuum-007/sample_02.jpg|data_video/review/candidate_frames/vacuum-007/sample_03.jpg|data_video/review/candidate_frames/vacuum-007/sample_04.jpg|data_video/review/candidate_frames/vacuum-007/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:54:33.122711+00:00
vacuum-008,Vacuum,A day in the life of NEATO our cleaning bot.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-008.webm,e6cfce931933424bc860fc2b479e33c502523cfdcca85c6ea80280715e2dcb73,e6cfce931933424bc860fc2b479e33c502523cfdcca85c6ea80280715e2dcb73,17553620,123.830,23.97,854,480,vp9,yes,data_video/review/candidate_frames/vacuum-008/sample_01.jpg|data_video/review/candidate_frames/vacuum-008/sample_02.jpg|data_video/review/candidate_frames/vacuum-008/sample_03.jpg|data_video/review/candidate_frames/vacuum-008/sample_04.jpg|data_video/review/candidate_frames/vacuum-008/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:54:36.827538+00:00
vacuum-009,Vacuum,Vacuuming with Snickerdoodle (GEDC2330).webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-009.webm,4ec97206c8dcd7b0f7f00b783296cc4672c572e3e2cae3d9759197deeb8b3f17,4ec97206c8dcd7b0f7f00b783296cc4672c572e3e2cae3d9759197deeb8b3f17,7078941,41.540,30.0,854,480,vp9,yes,data_video/review/candidate_frames/vacuum-009/sample_01.jpg|data_video/review/candidate_frames/vacuum-009/sample_02.jpg|data_video/review/candidate_frames/vacuum-009/sample_03.jpg|data_video/review/candidate_frames/vacuum-009/sample_04.jpg|data_video/review/candidate_frames/vacuum-009/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:54:42.220595+00:00
vacuum-010,Vacuum,Vorwerk Kobold VR100 in Zeitraffer im Büro.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-010.webm,637d8034a115214879e048884627f06ccd389c7c04a71c3c081ec08ada5814c3,637d8034a115214879e048884627f06ccd389c7c04a71c3c081ec08ada5814c3,1268065,74.700,25.0,854,480,vp9,yes,data_video/review/candidate_frames/vacuum-010/sample_01.jpg|data_video/review/candidate_frames/vacuum-010/sample_02.jpg|data_video/review/candidate_frames/vacuum-010/sample_03.jpg|data_video/review/candidate_frames/vacuum-010/sample_04.jpg|data_video/review/candidate_frames/vacuum-010/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:54:45.215287+00:00
vacuum-011,Vacuum,Standwerkers hebben hoogste woord tijdens nationaal concours-510005.ogv,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-011.webm,fadac6c91b742b584a12e2897ea2162a4f016e7b10dbc2ba190abccde058ff31,fadac6c91b742b584a12e2897ea2162a4f016e7b10dbc2ba190abccde058ff31,15991890,114.960,25.0,640,480,vp9,yes,data_video/review/candidate_frames/vacuum-011/sample_01.jpg|data_video/review/candidate_frames/vacuum-011/sample_02.jpg|data_video/review/candidate_frames/vacuum-011/sample_03.jpg|data_video/review/candidate_frames/vacuum-011/sample_04.jpg|data_video/review/candidate_frames/vacuum-011/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:54:48.880389+00:00
vacuum-012,Vacuum,Waarom piekuren^ Weeknummer 50-45 - Open Beelden - 30705.ogv,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-012.webm,dee586f10c1e462a1e62977c1651b11d7753c9885e51b6637cf9dd2b5a8c3aa1,dee586f10c1e462a1e62977c1651b11d7753c9885e51b6637cf9dd2b5a8c3aa1,5038033,158.450,25.0,320,240,vp9,yes,data_video/review/candidate_frames/vacuum-012/sample_01.jpg|data_video/review/candidate_frames/vacuum-012/sample_02.jpg|data_video/review/candidate_frames/vacuum-012/sample_03.jpg|data_video/review/candidate_frames/vacuum-012/sample_04.jpg|data_video/review/candidate_frames/vacuum-012/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:54:50.751777+00:00
vacuum-013,Vacuum,"Artemis IV Liquid Oxygen Tank Constructed, Moves to Next Phase of Production (MAF 20260526 CS4 LOX VAC to CellD).webm",Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-013.webm,c42d429485ef9398fd195c2db9d82695e7c2c7500636e861aa3cb6645ca58017,c42d429485ef9398fd195c2db9d82695e7c2c7500636e861aa3cb6645ca58017,32632477,213.600,59.94,854,480,vp9,yes,data_video/review/candidate_frames/vacuum-013/sample_01.jpg|data_video/review/candidate_frames/vacuum-013/sample_02.jpg|data_video/review/candidate_frames/vacuum-013/sample_03.jpg|data_video/review/candidate_frames/vacuum-013/sample_04.jpg|data_video/review/candidate_frames/vacuum-013/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:54:59.350014+00:00
vacuum-014,Vacuum,Ivanka Vacuuming.webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-014.webm,42c60e65a097292f2dec82ca694056e14eff1bb960e02ef296e76776bc45c36c,42c60e65a097292f2dec82ca694056e14eff1bb960e02ef296e76776bc45c36c,128370,3.600,30.0,270,480,vp9,yes,data_video/review/candidate_frames/vacuum-014/sample_01.jpg|data_video/review/candidate_frames/vacuum-014/sample_02.jpg|data_video/review/candidate_frames/vacuum-014/sample_03.jpg|data_video/review/candidate_frames/vacuum-014/sample_04.jpg|data_video/review/candidate_frames/vacuum-014/sample_05.jpg,5,,fail,file_too_small|resolution_too_low,not_reviewed,,2026-07-21T10:55:01.618892+00:00
vacuum-015,Vacuum,STORIE Thermal Vacuum Test at NASA Goddard Space Flight Center (SVS14874 060925 TVAC-Part1 4K YouTube).webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-015.webm,921f42a126c5561195784b97f2a8796829bca6e4ce2a5ec837954347be272cd3,921f42a126c5561195784b97f2a8796829bca6e4ce2a5ec837954347be272cd3,25861472,292.980,29.97,854,480,vp9,yes,data_video/review/candidate_frames/vacuum-015/sample_01.jpg|data_video/review/candidate_frames/vacuum-015/sample_02.jpg|data_video/review/candidate_frames/vacuum-015/sample_03.jpg|data_video/review/candidate_frames/vacuum-015/sample_04.jpg|data_video/review/candidate_frames/vacuum-015/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:55:08.997093+00:00
vacuum-016,Vacuum,STORIE Thermal Vacuum Test at NASA Goddard Space Flight Center (SVS14874 061025 TVAC-Part2 4K YouTube).webm,Wikimedia Commons,development_candidate,data_video/raw/candidate_sources/vacuum-016.webm,76497290c75f8f27c0cdff6676c7ac564be2b63ac45f1f132296dd7c533463f2,76497290c75f8f27c0cdff6676c7ac564be2b63ac45f1f132296dd7c533463f2,51749068,571.830,29.97,854,480,vp9,yes,data_video/review/candidate_frames/vacuum-016/sample_01.jpg|data_video/review/candidate_frames/vacuum-016/sample_02.jpg|data_video/review/candidate_frames/vacuum-016/sample_03.jpg|data_video/review/candidate_frames/vacuum-016/sample_04.jpg|data_video/review/candidate_frames/vacuum-016/sample_05.jpg,5,,pass,,pending,,2026-07-21T10:55:13.702221+00:00
