segment_id,record_id,start_seconds,end_seconds,text,language,language_probability,avg_log_probability,no_speech_probability,compression_ratio,words_json,model
airfryer-005-asr-0054,airfryer-005,150.860,157.490,will hold the egg and then we'll take the egg and we will,en,1.000000,-0.161591,0.003429,1.917582,"[{""start"":150.86,""end"":151.02,""word"":"" will"",""probability"":0.984375},{""start"":151.02,""end"":151.52,""word"":"" hold"",""probability"":0.991699},{""start"":151.52,""end"":151.88,""word"":"" the"",""probability"":0.997559},{""start"":151.88,""end"":152.22,""word"":"" egg"",""probability"":0.998047},{""start"":152.22,""end"":153.02,""word"":"" and"",""probability"":0.82666},{""start"":153.02,""end"":153.12,""word"":"" then"",""probability"":0.783691},{""start"":153.12,""end"":153.24,""word"":"" we'll"",""probability"":0.990723},{""start"":153.24,""end"":153.44,""word"":"" take"",""probability"":0.999512},{""start"":153.44,""end"":153.66,""word"":"" the"",""probability"":0.998535},{""start"":153.66,""end"":154.0,""word"":"" egg"",""probability"":0.994629},{""start"":154.0,""end"":155.04,""word"":"" and"",""probability"":0.947754},{""start"":157.21,""end"":157.31,""word"":"" we"",""probability"":0.969727},{""start"":157.31,""end"":157.49,""word"":"" will"",""probability"":0.730957}]",large-v3
airfryer-005-asr-0055,airfryer-005,157.490,164.360,We will just pour it right there in the middle and then,en,1.000000,-0.222839,0.000869,1.684211,"[{""start"":157.49,""end"":157.59,""word"":"" We"",""probability"":0.678711},{""start"":157.59,""end"":157.77,""word"":"" will"",""probability"":0.874512},{""start"":157.77,""end"":157.99,""word"":"" just"",""probability"":0.999512},{""start"":157.99,""end"":158.23,""word"":"" pour"",""probability"":0.831055},{""start"":158.23,""end"":158.39,""word"":"" it"",""probability"":0.888184},{""start"":158.39,""end"":158.51,""word"":"" right"",""probability"":0.999512},{""start"":158.51,""end"":158.77,""word"":"" there"",""probability"":0.998047},{""start"":158.77,""end"":160.09,""word"":"" in"",""probability"":0.688477},{""start"":160.09,""end"":160.23,""word"":"" the"",""probability"":1.0},{""start"":160.23,""end"":160.49,""word"":"" middle"",""probability"":0.999512},{""start"":160.49,""end"":161.39,""word"":"" and"",""probability"":0.714844},{""start"":164.18,""end"":164.36,""word"":"" then"",""probability"":0.980469}]",large-v3
airfryer-005-asr-0056,airfryer-005,164.360,165.480,that should be contained.,en,1.000000,-0.222839,0.000869,1.684211,"[{""start"":164.36,""end"":164.54,""word"":"" that"",""probability"":0.998535},{""start"":164.54,""end"":164.78,""word"":"" should"",""probability"":0.999512},{""start"":164.78,""end"":165.02,""word"":"" be"",""probability"":1.0},{""start"":165.02,""end"":165.48,""word"":"" contained."",""probability"":0.999512}]",large-v3
airfryer-005-asr-0057,airfryer-005,167.380,169.840,"Pretty much if it spills over a little bit, that's OK.",en,1.000000,-0.222839,0.000869,1.684211,"[{""start"":167.38,""end"":167.8,""word"":"" Pretty"",""probability"":0.998535},{""start"":167.8,""end"":168.06,""word"":"" much"",""probability"":1.0},{""start"":168.06,""end"":168.52,""word"":"" if"",""probability"":0.40625},{""start"":168.52,""end"":168.64,""word"":"" it"",""probability"":0.999512},{""start"":168.64,""end"":168.88,""word"":"" spills"",""probability"":0.975098},{""start"":168.88,""end"":169.12,""word"":"" over"",""probability"":0.998535},{""start"":169.12,""end"":169.24,""word"":"" a"",""probability"":0.79248},{""start"":169.24,""end"":169.3,""word"":"" little"",""probability"":0.978516},{""start"":169.3,""end"":169.46,""word"":"" bit,"",""probability"":0.93457},{""start"":169.52,""end"":169.68,""word"":"" that's"",""probability"":0.99585},{""start"":169.68,""end"":169.84,""word"":"" OK."",""probability"":0.980469}]",large-v3
airfryer-005-asr-0058,airfryer-005,170.980,181.500,"And do this other egg and come in here right in the basket,",en,1.000000,-0.222839,0.000869,1.684211,"[{""start"":170.98,""end"":171.4,""word"":"" And"",""probability"":0.529297},{""start"":171.4,""end"":171.52,""word"":"" do"",""probability"":0.955078},{""start"":171.52,""end"":171.66,""word"":"" this"",""probability"":0.991211},{""start"":171.66,""end"":171.9,""word"":"" other"",""probability"":0.996094},{""start"":171.9,""end"":172.18,""word"":"" egg"",""probability"":0.957031},{""start"":172.18,""end"":172.96,""word"":"" and"",""probability"":0.653809},{""start"":179.16,""end"":179.38,""word"":"" come"",""probability"":0.885254},{""start"":179.38,""end"":179.48,""word"":"" in"",""probability"":0.995605},{""start"":179.48,""end"":179.6,""word"":"" here"",""probability"":0.999512},{""start"":179.6,""end"":179.82,""word"":"" right"",""probability"":0.705078},{""start"":179.82,""end"":180.06,""word"":"" in"",""probability"":0.961914},{""start"":180.06,""end"":181.2,""word"":"" the"",""probability"":0.987793},{""start"":181.2,""end"":181.5,""word"":"" basket,"",""probability"":0.992676}]",large-v3
airfryer-005-asr-0059,airfryer-005,184.650,189.150,"the bacon basket, you can do a little seasonings like",en,1.000000,-0.222839,0.000869,1.684211,"[{""start"":184.65,""end"":185.07,""word"":"" the"",""probability"":0.999023},{""start"":185.07,""end"":185.49,""word"":"" bacon"",""probability"":0.704102},{""start"":185.49,""end"":186.11,""word"":"" basket,"",""probability"":0.991211},{""start"":186.53,""end"":187.11,""word"":"" you"",""probability"":0.445557},{""start"":187.11,""end"":188.09,""word"":"" can"",""probability"":0.640137},{""start"":188.09,""end"":188.23,""word"":"" do"",""probability"":0.998535},{""start"":188.23,""end"":188.33,""word"":"" a"",""probability"":0.960938},{""start"":188.33,""end"":188.41,""word"":"" little"",""probability"":0.994629},{""start"":188.41,""end"":189.03,""word"":"" seasonings"",""probability"":0.857422},{""start"":189.03,""end"":189.15,""word"":"" like"",""probability"":0.973633}]",large-v3
airfryer-005-asr-0060,airfryer-005,189.150,189.650,salt and pepper.,en,1.000000,-0.222839,0.000869,1.684211,"[{""start"":189.15,""end"":189.33,""word"":"" salt"",""probability"":0.996582},{""start"":189.33,""end"":189.45,""word"":"" and"",""probability"":0.998047},{""start"":189.45,""end"":189.65,""word"":"" pepper."",""probability"":0.998047}]",large-v3
airfryer-005-asr-0061,airfryer-005,189.750,192.190,I usually don't do salt just because bacon is pretty salty.,en,1.000000,-0.222839,0.000869,1.684211,"[{""start"":189.75,""end"":189.83,""word"":"" I"",""probability"":0.999023},{""start"":189.83,""end"":189.99,""word"":"" usually"",""probability"":0.999512},{""start"":189.99,""end"":190.25,""word"":"" don't"",""probability"":0.99707},{""start"":190.25,""end"":190.35,""word"":"" do"",""probability"":0.983398},{""start"":190.35,""end"":190.67,""word"":"" salt"",""probability"":0.865723},{""start"":190.67,""end"":190.87,""word"":"" just"",""probability"":0.972656},{""start"":190.87,""end"":191.05,""word"":"" because"",""probability"":1.0},{""start"":191.05,""end"":191.43,""word"":"" bacon"",""probability"":0.953613},{""start"":191.43,""end"":191.59,""word"":"" is"",""probability"":0.997559},{""start"":191.59,""end"":191.75,""word"":"" pretty"",""probability"":0.999512},{""start"":191.75,""end"":192.19,""word"":"" salty."",""probability"":0.999512}]",large-v3
airfryer-005-asr-0062,airfryer-005,192.550,200.570,But I'll do a little bit of pepper and then into the air,en,1.000000,-0.222839,0.000869,1.684211,"[{""start"":192.55,""end"":192.97,""word"":"" But"",""probability"":0.261475},{""start"":192.97,""end"":193.13,""word"":"" I'll"",""probability"":0.967285},{""start"":193.13,""end"":193.17,""word"":"" do"",""probability"":0.998535},{""start"":193.17,""end"":193.31,""word"":"" a"",""probability"":0.990234},{""start"":193.31,""end"":193.61,""word"":"" little"",""probability"":0.999512},{""start"":193.61,""end"":193.83,""word"":"" bit"",""probability"":0.995117},{""start"":193.83,""end"":193.89,""word"":"" of"",""probability"":0.929199},{""start"":193.89,""end"":194.17,""word"":"" pepper"",""probability"":0.996582},{""start"":194.17,""end"":195.17,""word"":"" and"",""probability"":0.938477},{""start"":199.65,""end"":199.81,""word"":"" then"",""probability"":0.997559},{""start"":199.81,""end"":200.17,""word"":"" into"",""probability"":0.991211},{""start"":200.17,""end"":200.37,""word"":"" the"",""probability"":1.0},{""start"":200.37,""end"":200.57,""word"":"" air"",""probability"":0.977051}]",large-v3
airfryer-005-asr-0063,airfryer-005,200.570,210.380,"air fryer, the basket goes and then we set the temperature",en,1.000000,-0.178354,0.001648,1.572193,"[{""start"":200.57,""end"":200.65,""word"":"" air"",""probability"":0.479492},{""start"":200.65,""end"":200.93,""word"":"" fryer,"",""probability"":0.976562},{""start"":201.05,""end"":201.25,""word"":"" the"",""probability"":0.998047},{""start"":201.25,""end"":201.61,""word"":"" basket"",""probability"":0.992676},{""start"":201.61,""end"":201.93,""word"":"" goes"",""probability"":0.938477},{""start"":201.93,""end"":203.17,""word"":"" and"",""probability"":0.868652},{""start"":208.48,""end"":208.72,""word"":"" then"",""probability"":0.999023},{""start"":208.72,""end"":208.86,""word"":"" we"",""probability"":0.999512},{""start"":208.86,""end"":209.12,""word"":"" set"",""probability"":0.999023},{""start"":209.12,""end"":209.6,""word"":"" the"",""probability"":1.0},{""start"":209.6,""end"":210.38,""word"":"" temperature"",""probability"":0.999023}]",large-v3
airfryer-005-asr-0064,airfryer-005,210.380,215.400,to 350 Fahrenheit and then we just turn it on for 10 minutes,en,1.000000,-0.178354,0.001648,1.572193,"[{""start"":210.38,""end"":210.76,""word"":"" to"",""probability"":0.98584},{""start"":210.76,""end"":211.3,""word"":"" 350"",""probability"":0.699219},{""start"":211.3,""end"":212.94,""word"":"" Fahrenheit"",""probability"":0.978027},{""start"":212.94,""end"":213.88,""word"":"" and"",""probability"":0.952148},{""start"":213.88,""end"":214.08,""word"":"" then"",""probability"":0.606934},{""start"":214.08,""end"":214.12,""word"":"" we"",""probability"":1.0},{""start"":214.12,""end"":214.28,""word"":"" just"",""probability"":0.999512},{""start"":214.28,""end"":214.46,""word"":"" turn"",""probability"":0.800293},{""start"":214.46,""end"":214.56,""word"":"" it"",""probability"":1.0},{""start"":214.56,""end"":214.7,""word"":"" on"",""probability"":0.999023},{""start"":214.7,""end"":214.9,""word"":"" for"",""probability"":0.999512},{""start"":214.9,""end"":215.1,""word"":"" 10"",""probability"":0.730957},{""start"":215.1,""end"":215.4,""word"":"" minutes"",""probability"":0.999512}]",large-v3
airfryer-005-asr-0065,airfryer-005,215.400,222.830,and that's it and let it do its thing.,en,1.000000,-0.178354,0.001648,1.572193,"[{""start"":215.4,""end"":215.98,""word"":"" and"",""probability"":0.894043},{""start"":215.98,""end"":216.72,""word"":"" that's"",""probability"":0.999512},{""start"":216.72,""end"":216.94,""word"":"" it"",""probability"":0.999512},{""start"":216.94,""end"":217.72,""word"":"" and"",""probability"":0.419434},{""start"":221.69,""end"":221.97,""word"":"" let"",""probability"":0.998535},{""start"":221.97,""end"":222.11,""word"":"" it"",""probability"":0.991211},{""start"":222.11,""end"":222.37,""word"":"" do"",""probability"":0.999512},{""start"":222.37,""end"":222.59,""word"":"" its"",""probability"":0.989746},{""start"":222.59,""end"":222.83,""word"":"" thing."",""probability"":0.996582}]",large-v3
airfryer-005-asr-0066,airfryer-005,223.810,231.440,"And when the timer goes off, you can take it out and look",en,1.000000,-0.178354,0.001648,1.572193,"[{""start"":223.81,""end"":224.37,""word"":"" And"",""probability"":0.998535},{""start"":224.37,""end"":224.61,""word"":"" when"",""probability"":0.976074},{""start"":224.61,""end"":225.05,""word"":"" the"",""probability"":0.998535},{""start"":225.05,""end"":225.33,""word"":"" timer"",""probability"":0.984863},{""start"":225.33,""end"":225.51,""word"":"" goes"",""probability"":0.996582},{""start"":225.51,""end"":225.81,""word"":"" off,"",""probability"":0.999512},{""start"":225.91,""end"":226.03,""word"":"" you"",""probability"":1.0},{""start"":226.03,""end"":226.33,""word"":"" can"",""probability"":1.0},{""start"":226.33,""end"":226.71,""word"":"" take"",""probability"":0.998047},{""start"":226.71,""end"":226.87,""word"":"" it"",""probability"":0.986816},{""start"":226.87,""end"":227.03,""word"":"" out"",""probability"":0.820312},{""start"":227.03,""end"":227.71,""word"":"" and"",""probability"":0.915527},{""start"":231.16,""end"":231.44,""word"":"" look"",""probability"":0.996582}]",large-v3
airfryer-005-asr-0067,airfryer-005,231.440,237.520,at that nice golden brown toast with a basket of bacon and egg,en,1.000000,-0.178354,0.001648,1.572193,"[{""start"":231.44,""end"":231.72,""word"":"" at"",""probability"":0.999512},{""start"":231.72,""end"":232.1,""word"":"" that"",""probability"":0.994629},{""start"":232.1,""end"":232.84,""word"":"" nice"",""probability"":0.926758},{""start"":232.84,""end"":233.5,""word"":"" golden"",""probability"":0.976562},{""start"":233.5,""end"":233.84,""word"":"" brown"",""probability"":0.996094},{""start"":233.84,""end"":234.42,""word"":"" toast"",""probability"":0.998047},{""start"":234.42,""end"":235.26,""word"":"" with"",""probability"":0.993652},{""start"":235.26,""end"":235.44,""word"":"" a"",""probability"":1.0},{""start"":235.44,""end"":235.9,""word"":"" basket"",""probability"":0.999023},{""start"":235.9,""end"":236.38,""word"":"" of"",""probability"":1.0},{""start"":236.38,""end"":237.04,""word"":"" bacon"",""probability"":0.969727},{""start"":237.04,""end"":237.26,""word"":"" and"",""probability"":0.806641},{""start"":237.26,""end"":237.52,""word"":"" egg"",""probability"":0.977539}]",large-v3
airfryer-005-asr-0068,airfryer-005,237.520,238.840,in the middle.,en,1.000000,-0.178354,0.001648,1.572193,"[{""start"":237.52,""end"":238.06,""word"":"" in"",""probability"":0.994141},{""start"":238.06,""end"":238.46,""word"":"" the"",""probability"":1.0},{""start"":238.46,""end"":238.84,""word"":"" middle."",""probability"":0.999023}]",large-v3
airfryer-005-asr-0069,airfryer-005,239.540,239.940,oil.,en,1.000000,-0.165786,0.010986,1.824219,"[{""start"":239.54,""end"":239.94,""word"":"" oil."",""probability"":0.005802}]",large-v3
airfryer-005-asr-0070,airfryer-005,240.240,244.340,"Now, depending on your bacon, if it's really thick, you're",en,1.000000,-0.165786,0.010986,1.824219,"[{""start"":240.24,""end"":240.64,""word"":"" Now,"",""probability"":0.997559},{""start"":240.7,""end"":240.96,""word"":"" depending"",""probability"":0.999512},{""start"":240.96,""end"":241.44,""word"":"" on"",""probability"":1.0},{""start"":241.44,""end"":241.78,""word"":"" your"",""probability"":0.999512},{""start"":241.78,""end"":242.32,""word"":"" bacon,"",""probability"":0.87793},{""start"":242.48,""end"":242.74,""word"":"" if"",""probability"":0.997559},{""start"":242.74,""end"":242.92,""word"":"" it's"",""probability"":1.0},{""start"":242.92,""end"":243.1,""word"":"" really"",""probability"":0.999512},{""start"":243.1,""end"":243.52,""word"":"" thick,"",""probability"":0.981445},{""start"":243.72,""end"":244.34,""word"":"" you're"",""probability"":0.999756}]",large-v3
airfryer-005-asr-0071,airfryer-005,244.340,247.060,going to want to probably cook it like you'll form it in like,en,1.000000,-0.165786,0.010986,1.824219,"[{""start"":244.34,""end"":244.38,""word"":"" going"",""probability"":0.996094},{""start"":244.38,""end"":244.48,""word"":"" to"",""probability"":0.999512},{""start"":244.48,""end"":244.64,""word"":"" want"",""probability"":0.999512},{""start"":244.64,""end"":244.76,""word"":"" to"",""probability"":0.999512},{""start"":244.76,""end"":244.94,""word"":"" probably"",""probability"":0.996582},{""start"":244.94,""end"":245.18,""word"":"" cook"",""probability"":0.995117},{""start"":245.18,""end"":245.44,""word"":"" it"",""probability"":0.993652},{""start"":245.44,""end"":245.76,""word"":"" like"",""probability"":0.941406},{""start"":245.76,""end"":246.2,""word"":"" you'll"",""probability"":0.896729},{""start"":246.2,""end"":246.48,""word"":"" form"",""probability"":0.98877},{""start"":246.48,""end"":246.66,""word"":"" it"",""probability"":0.997559},{""start"":246.66,""end"":246.82,""word"":"" in"",""probability"":0.737793},{""start"":246.82,""end"":247.06,""word"":"" like"",""probability"":0.761719}]",large-v3
airfryer-005-asr-0072,airfryer-005,247.060,251.500,the basket and just put that by itself in the basket and cook,en,1.000000,-0.165786,0.010986,1.824219,"[{""start"":247.06,""end"":247.26,""word"":"" the"",""probability"":0.999023},{""start"":247.26,""end"":247.68,""word"":"" basket"",""probability"":0.996094},{""start"":247.68,""end"":248.08,""word"":"" and"",""probability"":0.975586},{""start"":248.08,""end"":248.26,""word"":"" just"",""probability"":1.0},{""start"":248.26,""end"":248.46,""word"":"" put"",""probability"":1.0},{""start"":248.46,""end"":248.74,""word"":"" that"",""probability"":0.999512},{""start"":248.74,""end"":249.08,""word"":"" by"",""probability"":0.999512},{""start"":249.08,""end"":249.34,""word"":"" itself"",""probability"":1.0},{""start"":249.34,""end"":249.72,""word"":"" in"",""probability"":0.999023},{""start"":249.72,""end"":250.1,""word"":"" the"",""probability"":1.0},{""start"":250.1,""end"":250.58,""word"":"" basket"",""probability"":0.999023},{""start"":250.58,""end"":251.26,""word"":"" and"",""probability"":0.999023},{""start"":251.26,""end"":251.5,""word"":"" cook"",""probability"":0.999512}]",large-v3
airfryer-005-asr-0073,airfryer-005,251.500,255.220,"it for a few minutes first, just because if it's really",en,1.000000,-0.165786,0.010986,1.824219,"[{""start"":251.5,""end"":251.7,""word"":"" it"",""probability"":1.0},{""start"":251.7,""end"":251.86,""word"":"" for"",""probability"":1.0},{""start"":251.86,""end"":252.0,""word"":"" a"",""probability"":1.0},{""start"":252.0,""end"":252.16,""word"":"" few"",""probability"":1.0},{""start"":252.16,""end"":252.46,""word"":"" minutes"",""probability"":0.999512},{""start"":252.46,""end"":252.98,""word"":"" first,"",""probability"":0.969238},{""start"":253.18,""end"":254.52,""word"":"" just"",""probability"":0.999023},{""start"":254.52,""end"":254.8,""word"":"" because"",""probability"":1.0},{""start"":254.8,""end"":254.98,""word"":"" if"",""probability"":0.774902},{""start"":254.98,""end"":255.06,""word"":"" it's"",""probability"":1.0},{""start"":255.06,""end"":255.22,""word"":"" really"",""probability"":1.0}]",large-v3
airfryer-005-asr-0074,airfryer-005,255.220,257.600,"thick, 10 minutes is not long enough to cook it,",en,1.000000,-0.165786,0.010986,1.824219,"[{""start"":255.22,""end"":255.52,""word"":"" thick,"",""probability"":0.990234},{""start"":255.68,""end"":255.98,""word"":"" 10"",""probability"":0.781738},{""start"":255.98,""end"":256.28,""word"":"" minutes"",""probability"":0.998535},{""start"":256.28,""end"":256.42,""word"":"" is"",""probability"":0.974121},{""start"":256.42,""end"":256.56,""word"":"" not"",""probability"":1.0},{""start"":256.56,""end"":256.78,""word"":"" long"",""probability"":1.0},{""start"":256.78,""end"":257.0,""word"":"" enough"",""probability"":0.999512},{""start"":257.0,""end"":257.2,""word"":"" to"",""probability"":0.999023},{""start"":257.2,""end"":257.34,""word"":"" cook"",""probability"":0.947754},{""start"":257.34,""end"":257.6,""word"":"" it,"",""probability"":0.953125}]",large-v3
airfryer-005-asr-0075,airfryer-005,258.120,259.140,cook it all the way.,en,1.000000,-0.165786,0.010986,1.824219,"[{""start"":258.12,""end"":258.52,""word"":"" cook"",""probability"":0.992676},{""start"":258.52,""end"":258.7,""word"":"" it"",""probability"":1.0},{""start"":258.7,""end"":258.86,""word"":"" all"",""probability"":1.0},{""start"":258.86,""end"":258.96,""word"":"" the"",""probability"":0.922363},{""start"":258.96,""end"":259.14,""word"":"" way."",""probability"":1.0}]",large-v3
airfryer-005-asr-0076,airfryer-005,259.560,262.480,And any longer than 10 minutes is a little bit too long to,en,1.000000,-0.165786,0.010986,1.824219,"[{""start"":259.56,""end"":259.96,""word"":"" And"",""probability"":0.999512},{""start"":259.96,""end"":260.34,""word"":"" any"",""probability"":0.999512},{""start"":260.34,""end"":260.6,""word"":"" longer"",""probability"":1.0},{""start"":260.6,""end"":260.74,""word"":"" than"",""probability"":0.999512},{""start"":260.74,""end"":260.92,""word"":"" 10"",""probability"":0.921387},{""start"":260.92,""end"":261.1,""word"":"" minutes"",""probability"":0.998047},{""start"":261.1,""end"":261.3,""word"":"" is"",""probability"":0.955566},{""start"":261.3,""end"":261.44,""word"":"" a"",""probability"":0.999023},{""start"":261.44,""end"":261.58,""word"":"" little"",""probability"":1.0},{""start"":261.58,""end"":261.7,""word"":"" bit"",""probability"":1.0},{""start"":261.7,""end"":261.86,""word"":"" too"",""probability"":1.0},{""start"":261.86,""end"":262.18,""word"":"" long"",""probability"":1.0},{""start"":262.18,""end"":262.48,""word"":"" to"",""probability"":0.998047}]",large-v3
airfryer-005-asr-0077,airfryer-005,262.480,263.020,cook the egg.,en,1.000000,-0.165786,0.010986,1.824219,"[{""start"":262.48,""end"":262.64,""word"":"" cook"",""probability"":0.993164},{""start"":262.64,""end"":262.82,""word"":"" the"",""probability"":0.986816},{""start"":262.82,""end"":263.02,""word"":"" egg."",""probability"":0.992188}]",large-v3
airfryer-005-asr-0078,airfryer-005,263.100,264.180,"OK, just keep that in mind.",en,1.000000,-0.165786,0.010986,1.824219,"[{""start"":263.1,""end"":263.26,""word"":"" OK,"",""probability"":0.967285},{""start"":263.34,""end"":263.52,""word"":"" just"",""probability"":0.998047},{""start"":263.52,""end"":263.7,""word"":"" keep"",""probability"":1.0},{""start"":263.7,""end"":263.86,""word"":"" that"",""probability"":1.0},{""start"":263.86,""end"":264.0,""word"":"" in"",""probability"":1.0},{""start"":264.0,""end"":264.18,""word"":"" mind."",""probability"":0.998535}]",large-v3
airfryer-005-asr-0079,airfryer-005,264.240,266.180,Just depends on the type of bacon that you're using.,en,1.000000,-0.165786,0.010986,1.824219,"[{""start"":264.24,""end"":264.5,""word"":"" Just"",""probability"":0.971191},{""start"":264.5,""end"":264.74,""word"":"" depends"",""probability"":0.996582},{""start"":264.74,""end"":265.02,""word"":"" on"",""probability"":1.0},{""start"":265.02,""end"":265.12,""word"":"" the"",""probability"":0.999512},{""start"":265.12,""end"":265.24,""word"":"" type"",""probability"":0.998535},{""start"":265.24,""end"":265.4,""word"":"" of"",""probability"":1.0},{""start"":265.4,""end"":265.62,""word"":"" bacon"",""probability"":0.931152},{""start"":265.62,""end"":265.78,""word"":"" that"",""probability"":0.999023},{""start"":265.78,""end"":265.9,""word"":"" you're"",""probability"":1.0},{""start"":265.9,""end"":266.18,""word"":"" using."",""probability"":1.0}]",large-v3
airfryer-005-asr-0080,airfryer-005,266.180,266.280,thing.,en,1.000000,-0.171383,0.004681,1.746781,"[{""start"":266.18,""end"":266.28,""word"":"" thing."",""probability"":0.020859}]",large-v3
airfryer-005-asr-0081,airfryer-005,267.060,268.600,And that is just awesome.,en,1.000000,-0.171383,0.004681,1.746781,"[{""start"":267.06,""end"":267.46,""word"":"" And"",""probability"":0.998047},{""start"":267.46,""end"":267.64,""word"":"" that"",""probability"":0.998047},{""start"":267.64,""end"":267.86,""word"":"" is"",""probability"":0.999023},{""start"":267.86,""end"":268.02,""word"":"" just"",""probability"":0.994629},{""start"":268.02,""end"":268.6,""word"":"" awesome."",""probability"":0.987305}]",large-v3
airfryer-005-asr-0082,airfryer-005,269.840,271.520,And now I'm going to just grab this.,en,1.000000,-0.171383,0.004681,1.746781,"[{""start"":269.84,""end"":270.24,""word"":"" And"",""probability"":0.991699},{""start"":270.24,""end"":270.38,""word"":"" now"",""probability"":0.996582},{""start"":270.38,""end"":270.58,""word"":"" I'm"",""probability"":0.994629},{""start"":270.58,""end"":270.68,""word"":"" going"",""probability"":0.996582},{""start"":270.68,""end"":270.8,""word"":"" to"",""probability"":1.0},{""start"":270.8,""end"":270.94,""word"":"" just"",""probability"":0.999023},{""start"":270.94,""end"":271.2,""word"":"" grab"",""probability"":0.999023},{""start"":271.2,""end"":271.52,""word"":"" this."",""probability"":0.998535}]",large-v3
airfryer-005-asr-0083,airfryer-005,271.720,276.060,"You can usually won't be too hot, but if it is, you can",en,1.000000,-0.171383,0.004681,1.746781,"[{""start"":271.72,""end"":271.82,""word"":"" You"",""probability"":0.997559},{""start"":271.82,""end"":272.1,""word"":"" can"",""probability"":0.999512},{""start"":272.1,""end"":273.4,""word"":"" usually"",""probability"":0.874512},{""start"":273.4,""end"":273.72,""word"":"" won't"",""probability"":0.943604},{""start"":273.72,""end"":273.8,""word"":"" be"",""probability"":1.0},{""start"":273.8,""end"":273.98,""word"":"" too"",""probability"":0.999512},{""start"":273.98,""end"":274.24,""word"":"" hot,"",""probability"":0.992676},{""start"":274.38,""end"":274.5,""word"":"" but"",""probability"":1.0},{""start"":274.5,""end"":274.64,""word"":"" if"",""probability"":0.999023},{""start"":274.64,""end"":274.74,""word"":"" it"",""probability"":1.0},{""start"":274.74,""end"":275.06,""word"":"" is,"",""probability"":1.0},{""start"":275.2,""end"":275.96,""word"":"" you"",""probability"":1.0},{""start"":275.96,""end"":276.06,""word"":"" can"",""probability"":1.0}]",large-v3
airfryer-005-asr-0084,airfryer-005,276.060,279.080,just use a spatula to get it out there.,en,1.000000,-0.171383,0.004681,1.746781,"[{""start"":276.06,""end"":276.22,""word"":"" just"",""probability"":1.0},{""start"":276.22,""end"":276.48,""word"":"" use"",""probability"":1.0},{""start"":276.48,""end"":276.8,""word"":"" a"",""probability"":0.999023},{""start"":276.8,""end"":277.8,""word"":"" spatula"",""probability"":0.442871},{""start"":277.8,""end"":278.24,""word"":"" to"",""probability"":0.950195},{""start"":278.24,""end"":278.64,""word"":"" get"",""probability"":0.987793},{""start"":278.64,""end"":278.74,""word"":"" it"",""probability"":0.922363},{""start"":278.74,""end"":278.88,""word"":"" out"",""probability"":0.969727},{""start"":278.88,""end"":279.08,""word"":"" there."",""probability"":0.963379}]",large-v3
airfryer-005-asr-0085,airfryer-005,279.120,285.450,I normally just grab it and put it on my plate like that.,en,1.000000,-0.171383,0.004681,1.746781,"[{""start"":279.12,""end"":279.18,""word"":"" I"",""probability"":0.974609},{""start"":279.18,""end"":279.42,""word"":"" normally"",""probability"":0.558594},{""start"":279.42,""end"":279.64,""word"":"" just"",""probability"":0.999023},{""start"":279.64,""end"":279.88,""word"":"" grab"",""probability"":0.999023},{""start"":279.88,""end"":280.12,""word"":"" it"",""probability"":0.999512},{""start"":280.12,""end"":280.98,""word"":"" and"",""probability"":0.992188},{""start"":283.45,""end"":283.63,""word"":"" put"",""probability"":1.0},{""start"":283.63,""end"":283.73,""word"":"" it"",""probability"":1.0},{""start"":283.73,""end"":283.97,""word"":"" on"",""probability"":1.0},{""start"":283.97,""end"":284.35,""word"":"" my"",""probability"":0.999512},{""start"":284.35,""end"":284.83,""word"":"" plate"",""probability"":0.998535},{""start"":284.83,""end"":285.17,""word"":"" like"",""probability"":0.981934},{""start"":285.17,""end"":285.45,""word"":"" that."",""probability"":0.99707}]",large-v3
airfryer-005-asr-0086,airfryer-005,285.610,286.930,So I'm excited.,en,1.000000,-0.171383,0.004681,1.746781,"[{""start"":285.61,""end"":285.85,""word"":"" So"",""probability"":0.987793},{""start"":285.85,""end"":286.17,""word"":"" I'm"",""probability"":0.653442},{""start"":286.17,""end"":286.93,""word"":"" excited."",""probability"":0.964844}]",large-v3
airfryer-005-asr-0087,airfryer-005,289.450,292.030,And then feel free to eat these however you want.,en,1.000000,-0.171383,0.004681,1.746781,"[{""start"":289.45,""end"":289.85,""word"":"" And"",""probability"":0.99707},{""start"":289.85,""end"":290.05,""word"":"" then"",""probability"":0.989258},{""start"":290.05,""end"":290.27,""word"":"" feel"",""probability"":0.996582},{""start"":290.27,""end"":290.61,""word"":"" free"",""probability"":1.0},{""start"":290.61,""end"":290.85,""word"":"" to"",""probability"":0.999512},{""start"":290.85,""end"":291.03,""word"":"" eat"",""probability"":0.990723},{""start"":291.03,""end"":291.25,""word"":"" these"",""probability"":0.943848},{""start"":291.25,""end"":291.53,""word"":"" however"",""probability"":0.953613},{""start"":291.53,""end"":291.79,""word"":"" you"",""probability"":0.999512},{""start"":291.79,""end"":292.03,""word"":"" want."",""probability"":0.999512}]",large-v3
