record_id,product_class,title,source_platform,source_page_url,creator,license_id,license_url,license_evidence_url,license_checked_at,duration_seconds,width,height,language,procedure_or_scene,relevance,commercial_use,modification,redistribution_rule,personality_or_privacy,status,status_reason,reviewer_1,reviewer_2,local_file_sha256,notes
espresso-014,Espresso Machine,Kaffe - Ystad-2024.ogg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Kaffe_-_Ystad-2024.ogg,Foto: Jonn Leffmann,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:Kaffe_-_Ystad-2024.ogg,2026-07-21,9.033,1920,1080,und,coffee machine cleaning,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,"development_candidate; variant=480p.vp9.webm; Roasted coffee beans are cooled and cleaned at a small roastery in Ystad April 23, 2024."
espresso-015,Espresso Machine,Morning Espresso Routine (abridged version).webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Morning_Espresso_Routine_(abridged_version).webm,"Scott Schiller from San Francisco, CA, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://commons.wikimedia.org/wiki/File:Morning_Espresso_Routine_(abridged_version).webm,2026-07-21,43.146,1920,1080,und,espresso preparation,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,"development_candidate; variant=480p.vp9.webm; Blue Bottle ""Hayes Valley"" Espresso roast. This extraction ran a little long at close to 35 seconds, but I think the result turned out pretty well."
espresso-016,Espresso Machine,Sunday Morning Espresso Routine - Grind + distribute + tamp + extraction (15-Second Abridged Version).webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Sunday_Morning_Espresso_Routine_-_Grind_%2B_distribute_%2B_tamp_%2B_extraction_(15-Second_Abridged_Version).webm,"Scott Schiller from San Francisco, CA, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://commons.wikimedia.org/wiki/File:Sunday_Morning_Espresso_Routine_-_Grind_%2B_distribute_%2B_tamp_%2B_extraction_(15-Second_Abridged_Version).webm,2026-07-21,16.119,1920,1080,und,espresso preparation,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,"development_candidate; variant=480p.vp9.webm; ~19 grams of Hayes Valley Espresso from Blue Bottle. This one turned out OK, but the extraction was a little runnier than I would have liked. I blame the camera partially obstructing the distribution + tamp. ;) Also on YouTube ."
pressure-002,Pressure Cooker,Home Made Alcohol Pressure Cooker Modification.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Home_Made_Alcohol_Pressure_Cooker_Modification.webm,ThekaService.com - Delhi's 1st Virtual Theka,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:Home_Made_Alcohol_Pressure_Cooker_Modification.webm,2026-07-21,374.188,640,360,und,pressure cooker,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,source_disjoint_test_candidate; variant=wikimedia_derivative; Brewing at home is an non-bailable offence in India. For more detailed information on how to brew at home visit: http://thekaservice.com/2014/08/29/let-government-ban-liquor-we-will-make-it-at-home/ http://ThekaService.com
pressure-003,Pressure Cooker,Secretaria Na Cozinha- Feijoada leve.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Secretaria_Na_Cozinha-_Feijoada_leve.webm,agriculturasp,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:Secretaria_Na_Cozinha-_Feijoada_leve.webm,2026-07-21,165.612,1920,1080,und,panela de pressão,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,"source_disjoint_test_candidate; variant=480p.vp9.webm; Secretaria de Agricultura lança primeiro episódio da série de vídeos ""Secretaria Na Cozinha"". O objetivo é aproximar a Secretaria do público final, que agora pode se divertir com os conteúdos lançados, ampliar a criatividade e inovar na cozinha, produzindo pratos deliciosos, de forma ágil, e com alimentos que estão sobrando na geladeira ou dispensa. Receita na íntegra: Ingredientes 2 xícaras (chá) de feijão (340g) 6 xícaras (chá) de água (1440ml) 1 cebola média (150g) 1 dente de alho pequeno (2g"
washing-004,Washing Machine,Armenian Sign Language (ArSL) - լվացքի մեքենա - washing machine.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Armenian_Sign_Language_(ArSL)_-_%D5%AC%D5%BE%D5%A1%D6%81%D6%84%D5%AB_%D5%B4%D5%A5%D6%84%D5%A5%D5%B6%D5%A1_-_washing_machine.webm,"Operator : Lusine Bekaryan, Video Editor : Armine Bekaryan, Sign Language Interpreter : Gohar Melikyan for Wikimedia Armenia",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,https://commons.wikimedia.org/wiki/File:Armenian_Sign_Language_(ArSL)_-_%D5%AC%D5%BE%D5%A1%D6%81%D6%84%D5%AB_%D5%B4%D5%A5%D6%84%D5%A5%D5%B6%D5%A1_-_washing_machine.webm,2026-07-21,6.24,1920,1080,und,washing machine,machine_candidate,allowed,allowed,share-alike attribution required,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,"source_disjoint_test_candidate; variant=480p.vp9.webm; This is the sign of «լվացքի մեքենա» (English: washing machine) word/phrase in Armenian Sign Language (ArSL) . .mw-parser-output .see-also{background:var(--background-color-interactive-subtle,#f8f9fa);margin:1em 0;border:1px solid var(--border-color-subtle,#c8ccd1);padding:2px;color:var(--color-base,#202122);clear:left;overflow:hidden} See also: Armenian Sign Language dictionary in Armenian Wiktionary and Armenian Sign Language sign videos ."
washing-005,Washing Machine,Bauerntag im Freilichtmuseum Roscheider Hof 2016.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bauerntag_im_Freilichtmuseum_Roscheider_Hof_2016.webm,Helge Klaus Rieder,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Bauerntag_im_Freilichtmuseum_Roscheider_Hof_2016.webm,2026-07-21,314.357,1920,1080,und,washing machine,machine_candidate,allowed,allowed,share-alike attribution required,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,"source_disjoint_test_candidate; variant=480p.vp9.webm; Bauerntag 2016 im Freilichtmuseum Roscheider Hof, Konz, Rheinland-Pfalz- Wildkräuter, landwirtschaftliche Vorführungen, Imker, Bergwerk Fell, Einwecken, Obstdörre Vielen Dank an alle Mitwirkenden insbesondere an die Irreler Bauerntradition, das Besucherbergwerk Fell und die Stifgung Rheinische Kulturlandschaft Musik: ""Jenny's Theme"" and ""Lone Trail"" by Audionautix is licensed under a Creative Commons Attribution license ( https://creativecommons.org/licenses/ ...) Artist: http://audionautix.com/"
washing-006,Washing Machine,Crouzet 82432 Timer Motor.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Crouzet_82432_Timer_Motor.webm,Maximilian Schönherr,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,https://commons.wikimedia.org/wiki/File:Crouzet_82432_Timer_Motor.webm,2026-07-21,28.44,1920,1080,und,washing machine,machine_candidate,allowed,allowed,share-alike attribution required,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,"source_disjoint_test_candidate; variant=480p.vp9.webm; Der Crouzet 82432 war ein erfolgreicher Timermotor, der in zahllosen Waschmaschinen arbeitete. Unter dem Timermotor versteht man einen Synchronmotor, der die Schaltwalzen des Programmschalters der Waschmaschine antreibt. Er besitzt eine Rücklaufsperre, damit er sich immer in die gewünschte Richtung dreht. Das Video entstand mit dem Edelkrone Motion Control-System, bestehend aus DollyOne, HeadOne und FlexTilt Head2, finanziert von der Wikimedia Deutschland. Die Kamera: eine Canon 5D MK 2. Die Sch"
washing-007,Washing Machine,Wringer washer.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Wringer_washer.webm,Pierre5018,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://commons.wikimedia.org/wiki/File:Wringer_washer.webm,2026-07-21,7.866,1920,1080,und,washing machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,development_candidate; variant=480p.vp9.webm; Laveuse-essoreuse à rouleaux au Site historique national de Paspébiac
washing-008,Washing Machine,A white washing machine manufactured by Husqvarna in the 1990s.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_white_washing_machine_manufactured_by_Husqvarna_in_the_1990s.webm,Erik Pålsson; Photo and recording by Helena Törnqvist,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:A_white_washing_machine_manufactured_by_Husqvarna_in_the_1990s.webm,2026-07-21,56.641,406,720,und,washing machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,development_candidate; variant=480p.vp9.webm; A white washing machine manufactured by Husqvarna in the 1990s. For washing clothes and similar items. Photo and recording by Helena Törnqvist.
washing-009,Washing Machine,Aerra's Films of the Ordinary XV -- Washing machine pythagorean cup.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Aerra%27s_Films_of_the_Ordinary_XV_--_Washing_machine_pythagorean_cup.webm,Aerra Carnicom,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,https://commons.wikimedia.org/wiki/File:Aerra%27s_Films_of_the_Ordinary_XV_--_Washing_machine_pythagorean_cup.webm,2026-07-21,30.424,1280,720,und,washing machine,machine_candidate,allowed,allowed,share-alike attribution required,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,development_candidate; variant=480p.vp9.webm; A pythagorean cup built into a washing machine to prevent overflow
washing-010,Washing Machine,The Dancing Washing Machine from Videocon India.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:The_Dancing_Washing_Machine_from_Videocon_India.webm,SGMaheshwari,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:The_Dancing_Washing_Machine_from_Videocon_India.webm,2026-07-21,293.852,1280,720,und,washing machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,"development_candidate; variant=480p.vp9.webm; I purchased the costliest washing machine (Careen +) from Videocon, and it simply rattles and dances all over the place instead of washing clothes."
washing-011,Washing Machine,Crazy Asko washing machine.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Crazy_Asko_washing_machine.webm,seethroughwalls,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:Crazy_Asko_washing_machine.webm,2026-07-21,102.565,854,480,und,washing machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,development_candidate; variant=wikimedia_derivative; Here's a brand new Asko W6567 on the last spin cycle. It's totally out-of-control and damn noisy. This is the second Asko W6567 in a row that was deliverd to my door with the same flaw. At one point the machine actually hops across the floor! Asko's technicians admitted the machine was flawed even though it was installed and calibrated by professionals.
washing-012,Washing Machine,Rhof-histWaschmaschine.ogv,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Rhof-histWaschmaschine.ogv,HelgeRieder,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Rhof-histWaschmaschine.ogv,2026-07-21,66.24,416,320,und,washing machine,machine_candidate,allowed,allowed,share-alike attribution required,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,development_candidate; variant=240p.vp9.webm; Irreler Bauerntradition shows an early Miele washing machine in the open air museum Roscheider Hof
washing-013,Washing Machine,Episode 26 - Sidekick - KEEP IT WEIRD.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Episode_26_-_Sidekick_-_KEEP_IT_WEIRD.webm,Keep It Weird,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:Episode_26_-_Sidekick_-_KEEP_IT_WEIRD.webm,2026-07-21,1358.166,1920,1080,und,laundry machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,"development_candidate; variant=480p.vp9.webm; 26A. Maxum Brain, Interrupted – Eric has ruined Maxum Brain’s stuff too many times, he’s had enough, it’s time for Brain to move out, somewhere that he doesn’t have to deal with pesky humans anymore. He moves in with SASS-E, XOX’s ship computer, and leaves Eric to his own devices. Immediately Eric can’t work anything in the mansion, he needs Brain back in the house. He goes to find Brain and sees that Brain’s solo life hadn’t worked out quite the way he wanted either. He’s had a tough time findi"
washing-014,Washing Machine,20160916-AMS-LSC-9001 USDA Farmers Market and Ocean Spray Cooperative Cranberry Bog Harvest.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:20160916-AMS-LSC-9001_USDA_Farmers_Market_and_Ocean_Spray_Cooperative_Cranberry_Bog_Harvest.webm,USDAgov,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,https://commons.wikimedia.org/wiki/File:20160916-AMS-LSC-9001_USDA_Farmers_Market_and_Ocean_Spray_Cooperative_Cranberry_Bog_Harvest.webm,2026-07-21,64.664,1920,1080,und,washing machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,"development_candidate; variant=480p.vp9.webm; Transcript: 00:02 (Crescendo of moderately rising tones) 00:07 Alison Carr (only voice): “So we are at the USDA Farmers Market.” 00:11 “I have the pleasure of being here, talking to all about cranberry farming… 00:16 …teaching everybody what it is like to be a cranberry farmer… 00:19 “How we grow cranberries, and most importantly 00:20 …how we harvest them.” 00:24 “I’m here today in a replica of a cranberry bog…” (overlaps into next) 00:26 “…pull to one side of the bog where I have this pump. It"
washing-015,Washing Machine,Police K9 Catches His First Suspect & Makes Him Scream In Pain!.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Police_K9_Catches_His_First_Suspect_%26_Makes_Him_Scream_In_Pain!.webm,VCSO,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,https://commons.wikimedia.org/wiki/File:Police_K9_Catches_His_First_Suspect_%26_Makes_Him_Scream_In_Pain!.webm,2026-07-21,128.061,1920,1080,und,washing machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,"development_candidate; variant=480p.vp9.webm; Volusia County, Florida — A violent suspect in a recent fatal carjacking attempt was spotted and arrested in New Smyrna Beach on Thursday after Volusia sheriff’s deputies, detectives and task force members closed in with the help of a K-9 making the first apprehension of his career. In recent days, detectives with the East and West Volusia Narcotics Task Forces and task force agents from the Volusia Bureau of Investigations have been in the New Smyrna Beach area conducting surveillance on 22-yea"
washing-016,Washing Machine,The Paneless Window Washer (1937).webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:The_Paneless_Window_Washer_(1937).webm,Dave Fleischer,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,https://commons.wikimedia.org/wiki/File:The_Paneless_Window_Washer_(1937).webm,2026-07-21,369.608,1478,1080,und,washing machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,development_candidate; variant=480p.vp9.webm; The Paneless Window Washer (1937)
washing-017,Washing Machine,Wuppertal - Zoo - Loxodonta africana 04 (1) ies.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Wuppertal_-_Zoo_-_Loxodonta_africana_04_(1)_ies.webm,Frank Vincentz,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Wuppertal_-_Zoo_-_Loxodonta_africana_04_(1)_ies.webm,2026-07-21,132.264,1920,1080,und,washing machine,machine_candidate,allowed,allowed,share-alike attribution required,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,"development_candidate; variant=480p.vp9.webm; African bush elephants ( Loxodonta africana ) in the zoo of Wuppertal , Germany."
washing-018,Washing Machine,Controlling-the-motion-of-multiple-objects-on-a-Chladni-plate-ncomms12764-s5.ogv,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Controlling-the-motion-of-multiple-objects-on-a-Chladni-plate-ncomms12764-s5.ogv,"Zhou Q, Sariola V, Latifi K, Liimatainen V",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://commons.wikimedia.org/wiki/File:Controlling-the-motion-of-multiple-objects-on-a-Chladni-plate-ncomms12764-s5.ogv,2026-07-21,59.78,1280,720,und,washing machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,development_candidate; variant=480p.vp9.webm; Supplementary Movie 4 Manipulation of a 7 mm washer. The movie includes a recording of the experiment shown in Fig. 1d.
washing-019,Washing Machine,Kärcher K3.550 pressure washing using a Dirtblaster wand attachment.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:K%C3%A4rcher_K3.550_pressure_washing_using_a_Dirtblaster_wand_attachment.webm,Pondguru Edited down from the original by Veikk0.ma,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:K%C3%A4rcher_K3.550_pressure_washing_using_a_Dirtblaster_wand_attachment.webm,2026-07-21,109.848,1280,720,und,washing machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,development_candidate; variant=480p.vp9.webm; Video demonstrating a brick patio being washed using a Kärcher K3.550 pressure washer with a Dirtblaster rotary wand attachment.
washing-020,Washing Machine,Parts washer.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Parts_washer.webm,Oregon Department of Transportation,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://commons.wikimedia.org/wiki/File:Parts_washer.webm,2026-07-21,18.673,404,720,und,washing machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,owner_authorized_candidate,Open-license video; pending automated scope and quality screening,Codex-machine-prescreen,,,development_candidate; variant=480p.vp9.webm; Parts washer
