record_id,product_class,title,source_platform,source_page_url,creator,license_id,license_url,license_evidence_url,license_checked_at,duration_seconds,width,height,language,procedure_or_scene,relevance,commercial_use,modification,redistribution_rule,personality_or_privacy,status,status_reason,reviewer_1,reviewer_2,local_file_sha256,notes
airfryer-032,Air Fryer,How To Clean Your Air Fryer → SMELLY DIRTY NEW Watch THIS!,Internet Archive,https://archive.org/details/how-to-clean-your-air-fryer-smelly-dirty-new-watch-this,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/how-to-clean-your-air-fryer-smelly-dirty-new-watch-this,2026-07-22,533.73,1280,720,und,air fryer cleaning,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,19964dff8e507ce789c7219c5b2a68c6462322a0309cc0c5ea628b35ea28d4fb,development_candidate; archive_file=How to Clean Your Air Fryer → SMELLY_ DIRTY_ NEW_ Watch THIS!.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
airfryer-033,Air Fryer,A DESTRUIÇÃO LEVA A CONSTRUÇÃO: AIRFRYER WALITA,Internet Archive,https://archive.org/details/ratao_frKY4As3ctXhnhf4,Archive contributor,CC-BY,https://creativecommons.org/licenses/by/3.0/,https://archive.org/details/ratao_frKY4As3ctXhnhf4,2026-07-22,1602.66,640,360,und,air fryer teardown and repair,machine_candidate,owner_authorized,owner_authorized,attribution required,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,b3faa51963f29e704f6fd9c2e3e57f4b4a1cd2772c44eabf99d92e850287ba8c,development_candidate; archive_file=As3ctXhnhf4.ia.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
camera-001,Camera,CCD - The heart of a digital camera,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:CCD_-_The_heart_of_a_digital_camera_(how_a_charge-coupled_device_works).webm,Bill Hammack,CC-BY-3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:CCD_-_The_heart_of_a_digital_camera_(how_a_charge-coupled_device_works).webm,2026-07-16,266,1920,1080,en,camera teardown and CCD explanation,medium,allowed,allowed,attribution required,presenter visible,scope_review,Strong component explanation but not ordinary camera operation,Codex,,871b69bf09dda7c6f7b865bc58cf2d942d802273536877d5d6a1a58fced1d6fb,License was archived and reviewed by Wikimedia
drill-001,Electric Drill,Drilling a gear wheel on a turning machine,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Drilling_a_gear_wheel_on_a_turning_machine.WebM,Musicaloris,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,https://commons.wikimedia.org/wiki/File:Drilling_a_gear_wheel_on_a_turning_machine.WebM,2026-07-16,53.887,1920,1080,en,machine-tool drilling,low,allowed,allowed,redistribution allowed; project still defaults to metadata-only release,none observed,reject_scope,The workpiece rotates on a lathe and this is not handheld electric-drill operation,Codex,,,Source SHA-1 dcd9a2aecd06dc1b4835513b51b023a4167a5aa7
espresso-001,Espresso Machine,Espresso video,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Espresso_video.ogv,Rosatrieu,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Espresso_video.ogv,2026-07-16,54.336,1280,720,en,espresso preparation,high,allowed,allowed,modified media must preserve compatible ShareAlike terms,none observed,accepted,Accepted by completed review gate for balanced six-class v1 freeze,Codex,,1853f8dce07b802dc9ba4ce8a9e217baf53aed62b55dc53c7f21b07a876c860c,Source SHA-1 97cf3804768ebf086f41d21f6f1a2af3ca0af7d2; pre_freeze_status=provisional_accept
espresso-002,Espresso Machine,Nespresso machine,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Nespresso_machine.ogv,Kjetil Ree,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,https://commons.wikimedia.org/wiki/File:Nespresso_machine.ogv,2026-07-16,45,1920,1088,en,capsule coffee machine operation,high,allowed,allowed,redistribution allowed; project still defaults to metadata-only release,none observed,accepted,Accepted by completed review gate for balanced six-class v1 freeze,Codex,,5e3701e9a1d0caa489016d208cc66270048eddbc5bb2d0ccb0a3b26a419ce3b9,pre_freeze_status=provisional_accept
espresso-003,Espresso Machine,Moccamaster coffee maker,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Moccamaster_coffee_maker.webm,Sounds of Changes,CC-BY-3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:Moccamaster_coffee_maker.webm,2026-07-16,141,1920,1080,en,coffee maker operation,medium,allowed,allowed,attribution required,none observed,accepted,Accepted by completed review gate for balanced six-class v1 freeze,Codex,,02f11c27554694f09d275df37d7b26e7d9eb7424f97cb07a9cff901c5491efc3,License was archived and reviewed by Wikimedia; pre_freeze_status=scope_review
espresso-004,Espresso Machine,Der perfekte Espresso aus dem Siebträger.ogv,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Der_perfekte_Espresso_aus_dem_Siebtr%C3%A4ger.ogv,"Max Duchardt, Katrin Engel",CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:Der_perfekte_Espresso_aus_dem_Siebtr%C3%A4ger.ogv,2026-07-21,88.672,1920,1080,und,espresso machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,cd09ba95b536437322a1bc161abbcb32281b8e1fe4ec0fb849542d39ff9e302d,source_disjoint_test_candidate; variant=480p.vp9.webm; Der perfekte Espresso aus dem Siebträger; final_split=development; reviewed_at=2026-07-22
espresso-005,Espresso Machine,"Morning Espresso Routine - Progress, Results, Observations and Miscellany.webm",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Morning_Espresso_Routine_-_Progress,_Results,_Observations_and_Miscellany.webm","Scott Schiller from San Francisco, CA, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,"https://commons.wikimedia.org/wiki/File:Morning_Espresso_Routine_-_Progress,_Results,_Observations_and_Miscellany.webm",2026-07-21,55.858,1920,1080,und,espresso machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,bc21ca95d53ebc6e89bc0bda6c15f03e0e842ad4c4ca4302439a52377c5d2ea7,"source_disjoint_test_candidate; variant=480p.vp9.webm; This is how I make coffee in the morning. As one would hope with routines, both the speed and the results of this one are improving with time. Espresso is the result of almost-boiling water at high pressure (~8 bars or 116 PSI) being forced at a consistent rate through coffee beans ground to a specific range of fineness. This video doesn't show the grinding of the beans, distribution and tamping - basically, the first two-thirds of the process. This is just about brewing, the ""fun"" part. What yo; final_split=development; reviewed_at=2026-07-22"
espresso-006,Espresso Machine,Приготовление макиато.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:%D0%9F%D1%80%D0%B8%D0%B3%D0%BE%D1%82%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5_%D0%BC%D0%B0%D0%BA%D0%B8%D0%B0%D1%82%D0%BE.webm,Pannet,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,https://commons.wikimedia.org/wiki/File:%D0%9F%D1%80%D0%B8%D0%B3%D0%BE%D1%82%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5_%D0%BC%D0%B0%D0%BA%D0%B8%D0%B0%D1%82%D0%BE.webm,2026-07-21,49.407,800,990,und,espresso machine,machine_candidate,allowed,allowed,share-alike attribution required,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,28a7eb41cf5436c8f07326544cbe26283ca15b734221be1bcaa8da46ddcd3fb4,source_disjoint_test_candidate; variant=480p.vp9.webm; Приготовление макиато в кофемашине; final_split=development; reviewed_at=2026-07-22
espresso-008,Espresso Machine,"Machine à café à l'hôtel de la Cloche (Dole, Jura, France).webm",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Machine_%C3%A0_caf%C3%A9_%C3%A0_l%27h%C3%B4tel_de_la_Cloche_(Dole,_Jura,_France).webm",Benoît Prieur,CC0,https://creativecommons.org/publicdomain/zero/1.0/,"https://commons.wikimedia.org/wiki/File:Machine_%C3%A0_caf%C3%A9_%C3%A0_l%27h%C3%B4tel_de_la_Cloche_(Dole,_Jura,_France).webm",2026-07-21,60.77,1920,1080,und,espresso machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,751d98992d4fefbae1320347c13336b302194c681bc6f275451efba45f8041b8,"development_candidate; variant=480p.vp9.webm; Machine à café à l'hôtel de la Cloche (Dole, Jura, France) Necta Krea Espresso; final_split=source_disjoint_test; reviewed_at=2026-07-22"
espresso-009,Espresso Machine,Tassimo coffee system.webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Tassimo_coffee_system.webm,Erik Pålsson;,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,https://commons.wikimedia.org/wiki/File:Tassimo_coffee_system.webm,2026-07-21,83.808,1920,1080,und,espresso machine,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,8f6db2a60da5b7ef3c596daefa5347b8ef153a7225720e25d70f1d0b9e2ece09,"development_candidate; variant=480p.vp9.webm; This is a Tassimo single-serve coffee system manufactured by Bosch, and bought in Sweden. It it a machine similar to the Nespresso system which makes single-serve coffee or hot beverages using a sort of capsule. You can make, espresso, cafe americano, hot chocolate, tea, lattes and much more. On each little capsule, or disc, is a bar code which is read by the machine and it then changes the temperature of the water, the amount of water, brew time and strength according to the code. Even though t; final_split=development; reviewed_at=2026-07-22"
espresso-015,Espresso Machine,Morning Espresso Routine (abridged version).webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Morning_Espresso_Routine_(abridged_version).webm,"Scott Schiller from San Francisco, CA, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://commons.wikimedia.org/wiki/File:Morning_Espresso_Routine_(abridged_version).webm,2026-07-21,43.146,1920,1080,und,espresso preparation,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,26b894a7ce6689345efe2f8373c7d8201b3c4f89696f01d551b76ad539e5370e,"development_candidate; variant=480p.vp9.webm; Blue Bottle ""Hayes Valley"" Espresso roast. This extraction ran a little long at close to 35 seconds, but I think the result turned out pretty well.; final_split=development; reviewed_at=2026-07-22"
espresso-016,Espresso Machine,Sunday Morning Espresso Routine - Grind + distribute + tamp + extraction (15-Second Abridged Version).webm,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Sunday_Morning_Espresso_Routine_-_Grind_%2B_distribute_%2B_tamp_%2B_extraction_(15-Second_Abridged_Version).webm,"Scott Schiller from San Francisco, CA, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,https://commons.wikimedia.org/wiki/File:Sunday_Morning_Espresso_Routine_-_Grind_%2B_distribute_%2B_tamp_%2B_extraction_(15-Second_Abridged_Version).webm,2026-07-21,16.119,1920,1080,und,espresso preparation,machine_candidate,allowed,allowed,attribution/license terms apply,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,750ac463f30e74acc91ab8d02c96658107c86a822edb18a538124c5d561f0c31,"development_candidate; variant=480p.vp9.webm; ~19 grams of Hayes Valley Espresso from Blue Bottle. This one turned out OK, but the extraction was a little runnier than I would have liked. I blame the camera partially obstructing the distribution + tamp.; ) Also on YouTube .; final_split=development; reviewed_at=2026-07-22"
espresso-017,Espresso Machine,How to fix Jura A1 Model Espresso Machine,Internet Archive,https://archive.org/details/how-to-fix-jura-a1-model-espresso-machine,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/how-to-fix-jura-a1-model-espresso-machine,2026-07-22,663.84,1920,1080,und,"espresso machine operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,04dfe8604ca537cf1efabd8ba8565d728eafd214ba4e4ef8facfbdb861f402bd,development_candidate; archive_file=YTDown_YouTube_Media_lIR29ffd3PE_001_1080p.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
espresso-018,Espresso Machine,Portable espresso maker goes wherever you go,Internet Archive,https://archive.org/details/youtube-llFWIu51xb8,Insider,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-llFWIu51xb8,2026-07-22,93.52,854,480,und,"espresso machine operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,a1be173e9a82f128c4831b6b26114cac44e9dc08b95a25fab62a7714f9f1d3af,development_candidate; archive_file=llFWIu51xb8.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
espresso-040,Espresso Machine,Making Espresso with Modern Coffee Machine,Pexels,https://www.pexels.com/video/making-espresso-with-modern-coffee-machine-34780936/,Diego Castro Calderon,PEXELS-CONTENT-LICENSE,https://www.pexels.com/license/,https://www.pexels.com/video/making-espresso-with-modern-coffee-machine-34780936/,2026-07-23,8.642,2160,3840,und,"espresso machine operation, maintenance, or troubleshooting",machine_candidate,permitted,permitted,Pexels Content License; project use additionally covered by owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,9359fc489fc0eca410cb303612f5a843e2db9e708c8a8cc82afb8e4b18b88ce7,development_candidate; pexels_video_id=34780936; final_split=development; reviewed_at=2026-07-23
pressure-001,Pressure Cooker,Panela de pressão,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Panela_de_press%C3%A3o.webm,Mateus S. Figueiredo,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Panela_de_press%C3%A3o.webm,2026-07-16,120.648,1280,720,pt-BR;en,pressure cooking with visible steam,medium,allowed,allowed,modified media must preserve compatible ShareAlike terms,none observed,accepted,Accepted by completed review gate for balanced six-class v1 freeze,Codex,,1fb991b801931f1b4ad9922e7f58edea0b3940f4f6364b700817e44d8ded5005,Source SHA-1 62a15339bbc05b7b38f52014f22ca752a9d2a399; pre_freeze_status=scope_review
pressure-006,Air Fryer,Multi Function Pressure Cooker,Internet Archive,https://archive.org/details/multi-function-pressure-cooker,archive-uploader:c49624e52612d103,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/multi-function-pressure-cooker,2026-07-21,59.93,480,276,und,multifunction pressure cooker operation,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,10589727dbc1c36db2bf46976ee21269c8c85c7300888fce00df6a2680214cf9,development_candidate; archive_file=Multi Function Pressure Cooker.mp4; final_split=development; reviewed_at=2026-07-22; original_product_class=Pressure Cooker
pressure-010,Pressure Cooker,Instant Pot. Group C,Internet Archive,https://archive.org/details/mctvscia-Instant_Pot._Group_C,MCTVSC,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/mctvscia-Instant_Pot._Group_C,2026-07-22,251.12,854,480,English,electric pressure cooker group demonstration,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,41d0990e12aae28db4f788786354e068c25745f7ee423709ae5bae656c280e37,development_candidate; archive_file=Instant_Pot._Group_C.mp4; final_split=development; reviewed_at=2026-07-22
pressure-011,Pressure Cooker,Pulled Pork Instant Pot I Simply Cooking Demo,Internet Archive,https://archive.org/details/hcctvmd-Pulled_Pork_Instant_Pot_I_Simply_Cooking_Demo,Howard Community College,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/hcctvmd-Pulled_Pork_Instant_Pot_I_Simply_Cooking_Demo,2026-07-22,316.84,854,480,English,electric pressure cooker cooking,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,3438b34413088260074ad5e5e90113a4ece35296a2c00c4e7ff3e50b2279512e,development_candidate; archive_file=Pulled_Pork_Instant_Pot_I_Simply_Cooking_Demo.mp4; final_split=source_disjoint_test; reviewed_at=2026-07-22
pressure-012,Pressure Cooker,Instant Pot Teriyaki Chicken,Internet Archive,https://archive.org/details/instant-pot-teriyaki-chicken,archive-uploader:bcfa1535c009bc97,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/instant-pot-teriyaki-chicken,2026-07-22,115.57,1280,720,und,electric pressure cooker cooking,machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,bb1b50eabb76f1cf4a88adf9c7bde4aef1867a3f7cd55c9f6816ed3f12e9063c,development_candidate; archive_file=Instant Pot Teriyaki Chicken.mp4; final_split=source_disjoint_test; reviewed_at=2026-07-22
pressure-020,Pressure Cooker,How to make Basmati Rice in a Pressure Cooker,Internet Archive,https://archive.org/details/youtube-VrwddG6c1qA,Dave Hales,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-VrwddG6c1qA,2026-07-22,245.4,854,480,und,"pressure cooker operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,7ef5e22eb6da5d93cc1fe44bc643bcb828de57882dcdf5498f409b2d45b8cf1e,development_candidate; archive_file=VrwddG6c1qA.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
pressure-026,Pressure Cooker,Diary Of An Arcade Employee Vidcast 05 (Atari's Pressure Cooker),Internet Archive,https://archive.org/details/DiaryOfAnArcadeEmployeeVidcast05PressureCooker,Vic Sage,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/DiaryOfAnArcadeEmployeeVidcast05PressureCooker,2026-07-22,372.24,640,480,und,"pressure cooker operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,d6a867f10f4c8c8dae2d9c2ac22eb10d00bd3f01efece99b54f8e6dfaf2ff2df,development_candidate; archive_file=Diary-of-an-arcade-employee-vidcast-05-pressure-cooker.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
pressure-027,Pressure Cooker,Pressure cooker keto chili,Internet Archive,https://archive.org/details/youtube-ymo46Al_M60,WTVR CBS 6,OWNER-WRITTEN-AUTHORIZATION,,https://archive.org/details/youtube-ymo46Al_M60,2026-07-22,500.22,854,480,und,"pressure cooker operation, maintenance, or troubleshooting",machine_candidate,owner_authorized,owner_authorized,restricted to authorization owner-confirmed-2026-07-21-dataset-expansion,pending_content_screen,accepted,AI pre-annotation accepted after completed R1 review,R1,,f24252f60bd7ce044f3e60d7dc58f1c9d1889e7da3f4071849ad6e77efa008d1,development_candidate; archive_file=ymo46Al_M60.mp4; final_split=development; reviewed_at=2026-07-23T06:13:41.000Z
