evidence_id,record_id,evidence_type,start_seconds,end_seconds,text,media_path,thumbnail_path,source_sha256,language,confidence,asr_segment_ids,ocr_observation_ids,vlm_caption_ids,metadata_json
airfryer-033-ocr-00146,airfryer-033,frame_text,1580.000,1580.000,RENAN SILVA,data_video/processed/airfryer-033/clips/airfryer-033-scene-0168.mp4,data_video/keyframes/airfryer-033/frame_000316.jpg,b3faa51963f29e704f6fd9c2e3e57f4b4a1cd2772c44eabf99d92e850287ba8c,de,0.991755,,airfryer-033-ocr-00146,,"{""frame_id"":""frame_000316"",""ocr_version"":""PP-OCRv5"",""polygon"":[[505.0,288.0],[622.0,288.0],[622.0,313.0],[505.0,313.0]]}"
airfryer-033-ocr-00147,airfryer-033,frame_text,1580.000,1580.000,RATOBORRACHUDO,data_video/processed/airfryer-033/clips/airfryer-033-scene-0168.mp4,data_video/keyframes/airfryer-033/frame_000316.jpg,b3faa51963f29e704f6fd9c2e3e57f4b4a1cd2772c44eabf99d92e850287ba8c,de,0.990882,,airfryer-033-ocr-00147,,"{""frame_id"":""frame_000316"",""ocr_version"":""PP-OCRv5"",""polygon"":[[88.0,318.0],[229.0,320.0],[229.0,341.0],[88.0,338.0]]}"
airfryer-033-ocr-00148,airfryer-033,frame_text,1580.000,1580.000,PAPODEPLAVER,data_video/processed/airfryer-033/clips/airfryer-033-scene-0168.mp4,data_video/keyframes/airfryer-033/frame_000316.jpg,b3faa51963f29e704f6fd9c2e3e57f4b4a1cd2772c44eabf99d92e850287ba8c,de,0.998508,,airfryer-033-ocr-00148,,"{""frame_id"":""frame_000316"",""ocr_version"":""PP-OCRv5"",""polygon"":[[519.0,314.0],[600.0,314.0],[600.0,328.0],[519.0,328.0]]}"
airfryer-033-ocr-00149,airfryer-033,frame_text,1585.000,1585.000,RATOBORRACHUDO,data_video/processed/airfryer-033/clips/airfryer-033-scene-0168.mp4,data_video/keyframes/airfryer-033/frame_000317.jpg,b3faa51963f29e704f6fd9c2e3e57f4b4a1cd2772c44eabf99d92e850287ba8c,de,0.988764,,airfryer-033-ocr-00149,,"{""frame_id"":""frame_000317"",""ocr_version"":""PP-OCRv5"",""polygon"":[[87.0,264.0],[228.0,264.0],[228.0,284.0],[87.0,284.0]]}"
airfryer-033-ocr-00150,airfryer-033,frame_text,1585.000,1585.000,EDIÇÃO,data_video/processed/airfryer-033/clips/airfryer-033-scene-0168.mp4,data_video/keyframes/airfryer-033/frame_000317.jpg,b3faa51963f29e704f6fd9c2e3e57f4b4a1cd2772c44eabf99d92e850287ba8c,de,0.993931,,airfryer-033-ocr-00150,,"{""frame_id"":""frame_000317"",""ocr_version"":""PP-OCRv5"",""polygon"":[[504.0,272.0],[546.0,272.0],[546.0,287.0],[504.0,287.0]]}"
airfryer-033-ocr-00151,airfryer-033,frame_text,1585.000,1585.000,FRATOBORRACHUDO,data_video/processed/airfryer-033/clips/airfryer-033-scene-0168.mp4,data_video/keyframes/airfryer-033/frame_000317.jpg,b3faa51963f29e704f6fd9c2e3e57f4b4a1cd2772c44eabf99d92e850287ba8c,de,0.948896,,airfryer-033-ocr-00151,,"{""frame_id"":""frame_000317"",""ocr_version"":""PP-OCRv5"",""polygon"":[[76.0,295.0],[231.0,295.0],[231.0,315.0],[76.0,315.0]]}"
airfryer-033-ocr-00152,airfryer-033,frame_text,1585.000,1585.000,RENAN SILVA,data_video/processed/airfryer-033/clips/airfryer-033-scene-0168.mp4,data_video/keyframes/airfryer-033/frame_000317.jpg,b3faa51963f29e704f6fd9c2e3e57f4b4a1cd2772c44eabf99d92e850287ba8c,de,0.988897,,airfryer-033-ocr-00152,,"{""frame_id"":""frame_000317"",""ocr_version"":""PP-OCRv5"",""polygon"":[[505.0,288.0],[622.0,288.0],[622.0,313.0],[505.0,313.0]]}"
airfryer-033-ocr-00153,airfryer-033,frame_text,1585.000,1585.000,RATOBORRACHUDO,data_video/processed/airfryer-033/clips/airfryer-033-scene-0168.mp4,data_video/keyframes/airfryer-033/frame_000317.jpg,b3faa51963f29e704f6fd9c2e3e57f4b4a1cd2772c44eabf99d92e850287ba8c,de,0.994586,,airfryer-033-ocr-00153,,"{""frame_id"":""frame_000317"",""ocr_version"":""PP-OCRv5"",""polygon"":[[89.0,320.0],[227.0,320.0],[227.0,338.0],[89.0,338.0]]}"
airfryer-033-ocr-00154,airfryer-033,frame_text,1585.000,1585.000,.,data_video/processed/airfryer-033/clips/airfryer-033-scene-0168.mp4,data_video/keyframes/airfryer-033/frame_000317.jpg,b3faa51963f29e704f6fd9c2e3e57f4b4a1cd2772c44eabf99d92e850287ba8c,de,0.976677,,airfryer-033-ocr-00154,,"{""frame_id"":""frame_000317"",""ocr_version"":""PP-OCRv5"",""polygon"":[[508.0,319.0],[517.0,319.0],[517.0,325.0],[508.0,325.0]]}"
airfryer-033-ocr-00155,airfryer-033,frame_text,1585.000,1585.000,PAPODEPLAVER,data_video/processed/airfryer-033/clips/airfryer-033-scene-0168.mp4,data_video/keyframes/airfryer-033/frame_000317.jpg,b3faa51963f29e704f6fd9c2e3e57f4b4a1cd2772c44eabf99d92e850287ba8c,de,0.992199,,airfryer-033-ocr-00155,,"{""frame_id"":""frame_000317"",""ocr_version"":""PP-OCRv5"",""polygon"":[[517.0,314.0],[599.0,314.0],[599.0,328.0],[517.0,328.0]]}"
camera-001-scene-0001,camera-001,video_scene,0.000,3.351,"OCR: 4.0
VLM: Visual summary: A silver digital camera is displayed against a black background.
视觉摘要: 一台银色数码相机在黑色背景上展示。
Visible product: Camera
Visible components: camera body; lens; flash; viewfinder; zoom lens ring; 4.0 MEGA PIXELS label",data_video/processed/camera-001/clips/camera-001-scene-0001.mp4,data_video/keyframes/camera-001/frame_000000.jpg,871b69bf09dda7c6f7b865bc58cf2d942d802273536877d5d6a1a58fced1d6fb,,0.997582,,camera-001-ocr-00001,camera-001-scene-0001-vlm-0001,"{""clip_bytes"":51626,""clip_sha256"":""25003cbdbfca53df645de855bfac310f888b0a1ca62a9d1218017c1e78a8a6d7"",""detector"":""ffmpeg_scene_score"",""threshold"":0.32,""vlm_model"":""Qwen/Qwen3-VL-8B-Instruct"",""vlm_model_revision"":""0c351dd01ed87e9c1b53cbc748cba10e6187ff3b"",""vlm_prompt_version"":""catalog-grounded-visible-scene-json-v2"",""vlm_review_status"":""pending""}"
camera-001-scene-0002,camera-001,video_scene,3.351,16.631,"ASR: Photographic technology has changed a lot in the last century. Digital photography became cheap and convenient because of the CCD, the charge coupled device inside this camera.
OCR: CCD The heart of a digital camera how a charge coupled device works engineerguy | series #4 OOMLE Supported in part by THE CAMILLE 4.0 & Henry Dreyfus MEGA PIXELS FOUNDaTION, INc. Special Grant Program in the Chemical Sciences Bill Hammack 1 Department of Chemical & Biomolecular Engineering University of Illinois at Urbana-Champaign PENTAX HONEYWELL cLOn
VLM: Visual summary: A man in a red shirt gestures toward two cameras on a blue stand against a black background, with text identifying him and his affiliation.
视觉摘要: 一名穿红色衬衫的男子在黑色背景下，向放在蓝色支架上的两台相机做手势，屏幕上显示了他的姓名和所属机构。
Visible product: Camera
Visible components: man; red shirt; blue stand; silver digital camera; black and silver film camera; text overlay
Visible actions: man gesturing with hand; man pointing at camera",data_video/processed/camera-001/clips/camera-001-scene-0002.mp4,data_video/keyframes/camera-001/frame_000000.jpg,871b69bf09dda7c6f7b865bc58cf2d942d802273536877d5d6a1a58fced1d6fb,en,0.946563,camera-001-asr-0001,camera-001-ocr-00002|camera-001-ocr-00003|camera-001-ocr-00004|camera-001-ocr-00005|camera-001-ocr-00006|camera-001-ocr-00007|camera-001-ocr-00008|camera-001-ocr-00009|camera-001-ocr-00010|camera-001-ocr-00011|camera-001-ocr-00012|camera-001-ocr-00013|camera-001-ocr-00014|camera-001-ocr-00015|camera-001-ocr-00016|camera-001-ocr-00017|camera-001-ocr-00018|camera-001-ocr-00019|camera-001-ocr-00020|camera-001-ocr-00021|camera-001-ocr-00022|camera-001-ocr-00023|camera-001-ocr-00024|camera-001-ocr-00025|camera-001-ocr-00026|camera-001-ocr-00027,camera-001-scene-0002-vlm-0001,"{""clip_bytes"":662676,""clip_sha256"":""08205acaf12254add2e052cdad3a76b8d0203d1f2591fb231f1a58c55de430fc"",""detector"":""ffmpeg_scene_score"",""threshold"":0.32,""vlm_model"":""Qwen/Qwen3-VL-8B-Instruct"",""vlm_model_revision"":""0c351dd01ed87e9c1b53cbc748cba10e6187ff3b"",""vlm_prompt_version"":""catalog-grounded-visible-scene-json-v2"",""vlm_review_status"":""pending""}"
camera-001-scene-0003,camera-001,video_scene,16.631,20.635,"ASR: Photographic technology has changed a lot in the last century. Digital photography became cheap and convenient because of the CCD, the charge coupled device inside this camera. In the past, we'd just place a piece of film here behind the lens. But now we have a purely electronic imager to do all the work. Let me show you.
VLM: Visual summary: Two cameras are displayed on a blue table, with a person's hands interacting with them.
视觉摘要: 两台相机放置在蓝色桌子上，有人的手与之互动。
Visible product: Camera
Visible components: Canon camera; Honeywell Pentax camera; blue table; person's hands; red shirt
Visible actions: person's hand reaching for the Honeywell Pentax camera; person's hand holding the Honeywell Pentax camera
Visible states: Canon camera positioned on the left; Honeywell Pentax camera positioned on the right; Honeywell Pentax camera being rotated by a hand",data_video/processed/camera-001/clips/camera-001-scene-0003.mp4,data_video/keyframes/camera-001/frame_000003.jpg,871b69bf09dda7c6f7b865bc58cf2d942d802273536877d5d6a1a58fced1d6fb,en,0.864752,camera-001-asr-0001|camera-001-asr-0002,,camera-001-scene-0003-vlm-0001,"{""clip_bytes"":430448,""clip_sha256"":""f868a14033d209b44c898b737ab5614dc01bd71bfca805f2d931c2d0dafc09dc"",""detector"":""ffmpeg_scene_score"",""threshold"":0.32,""vlm_model"":""Qwen/Qwen3-VL-8B-Instruct"",""vlm_model_revision"":""0c351dd01ed87e9c1b53cbc748cba10e6187ff3b"",""vlm_prompt_version"":""catalog-grounded-visible-scene-json-v2"",""vlm_review_status"":""pending""}"
camera-001-scene-0004,camera-001,video_scene,20.635,24.672,"ASR: In the past, we'd just place a piece of film here behind the lens. But now we have a purely electronic imager to do all the work. Let me show you.
VLM: Visual summary: A man in a red shirt is presenting a vintage camera on a blue stand against a black background, gesturing with his hand.
视觉摘要: 一名穿红色衬衫的男子在黑色背景前，向观众展示一台放在蓝色支架上的复古相机，并用手势进行讲解。
Visible product: Camera
Visible components: man; red shirt; vintage camera; blue stand; black background; ASAHI OPT. CO. text
Visible actions: man gesturing with hand; man holding camera",data_video/processed/camera-001/clips/camera-001-scene-0004.mp4,data_video/keyframes/camera-001/frame_000004.jpg,871b69bf09dda7c6f7b865bc58cf2d942d802273536877d5d6a1a58fced1d6fb,en,0.864752,camera-001-asr-0002,,camera-001-scene-0004-vlm-0001,"{""clip_bytes"":278798,""clip_sha256"":""205da64402276cc20707c288f2c2a2b3e607a6ed940fa3270dd09512c072623f"",""detector"":""ffmpeg_scene_score"",""threshold"":0.32,""vlm_model"":""Qwen/Qwen3-VL-8B-Instruct"",""vlm_model_revision"":""0c351dd01ed87e9c1b53cbc748cba10e6187ff3b"",""vlm_prompt_version"":""catalog-grounded-visible-scene-json-v2"",""vlm_review_status"":""pending""}"
camera-001-scene-0005,camera-001,video_scene,24.672,32.947,"ASR: In the past, we'd just place a piece of film here behind the lens. But now we have a purely electronic imager to do all the work. Let me show you. Here it is, just a shiny slab. Yet its details are fascinating. This CCD captures the image
VLM: Visual summary: A man in a red shirt stands beside a blue table against a black background, gesturing while presenting two cameras on the table.
视觉摘要: 一名穿红色衬衫的男子站在一张蓝色桌子旁，背景为黑色，他正用手势展示桌上的两台相机。
Visible product: Camera
Visible components: man; red shirt; blue table; black background; camera; camera lens; camera body; camera screen; camera button
Visible actions: man gesturing with hand; man speaking; man moving away from table; man returning to table
Visible states: two cameras on table; man partially out of frame; man fully in frame
Visual uncertainty: The exact model or brand of the cameras is not visible. The specific content of the man's speech is not visible.",data_video/processed/camera-001/clips/camera-001-scene-0005.mp4,data_video/keyframes/camera-001/frame_000004.jpg,871b69bf09dda7c6f7b865bc58cf2d942d802273536877d5d6a1a58fced1d6fb,en,0.871031,camera-001-asr-0002|camera-001-asr-0003,,camera-001-scene-0005-vlm-0001,"{""clip_bytes"":575673,""clip_sha256"":""20ac8b8a7f92733c77a584097374fe8e24d1bea72f43a97e03eb5d72bb2d214b"",""detector"":""ffmpeg_scene_score"",""threshold"":0.32,""vlm_model"":""Qwen/Qwen3-VL-8B-Instruct"",""vlm_model_revision"":""0c351dd01ed87e9c1b53cbc748cba10e6187ff3b"",""vlm_prompt_version"":""catalog-grounded-visible-scene-json-v2"",""vlm_review_status"":""pending""}"
camera-001-scene-0006,camera-001,video_scene,32.947,42.757,"ASR: Here it is, just a shiny slab. Yet its details are fascinating. This CCD captures the image and then transfers it to the camera's memory system to record it as electronic data. When
OCR: Engincering Stories Eight Amazing This video is based on a chapter in Engineering Stories visit www.engineerguy.com/elements Engineering Stories
VLM: Visual summary: A close-up view of the internal components of a disassembled electronic device, with a focus on a small orange flex cable connected to a purple chip, resting on a blue surface.
视觉摘要: 一个拆解的电子设备内部组件的特写，焦点集中在连接到紫色芯片的橙色柔性电缆上，放置在蓝色表面上。
Visible product: Camera
Visible components: orange flex cable; purple chip; green circuit board; silver metal casing; blue surface
Visible warnings: This video is based on a chapter in Eight Amazing Engineering Stories; visit www.engineerguy.com/elements",data_video/processed/camera-001/clips/camera-001-scene-0006.mp4,data_video/keyframes/camera-001/frame_000006.jpg,871b69bf09dda7c6f7b865bc58cf2d942d802273536877d5d6a1a58fced1d6fb,en,0.973490,camera-001-asr-0003|camera-001-asr-0004,camera-001-ocr-00028|camera-001-ocr-00029|camera-001-ocr-00030|camera-001-ocr-00031|camera-001-ocr-00032|camera-001-ocr-00033|camera-001-ocr-00034|camera-001-ocr-00035|camera-001-ocr-00036|camera-001-ocr-00037|camera-001-ocr-00038|camera-001-ocr-00039|camera-001-ocr-00040,camera-001-scene-0006-vlm-0001,"{""clip_bytes"":335292,""clip_sha256"":""feb29ae0a0c4309cf668a11f34dbc5ce2ca127f93a895316fa589a2b9b54c204"",""detector"":""ffmpeg_scene_score"",""threshold"":0.32,""vlm_model"":""Qwen/Qwen3-VL-8B-Instruct"",""vlm_model_revision"":""0c351dd01ed87e9c1b53cbc748cba10e6187ff3b"",""vlm_prompt_version"":""catalog-grounded-visible-scene-json-v2"",""vlm_review_status"":""pending""}"
camera-001-scene-0007,camera-001,video_scene,42.757,266.070,"ASR: and then transfers it to the camera's memory system to record it as electronic data. When exposed to light, different sections of the CCD build up charge proportional to the light's intensity. We can then measure that charge and know precisely how bright that section of the image should be. If you enlarge a picture on your computer, you can easily see the tiny picture elements called pixels. Each one corresponds to a single section of the CCD. This is the essence of the digital camera. Several million of these sections of photosensitive silicon in a grid capturing an image. Now the key to understanding how digital photography became cheap and ubiquitous lies in the ingenious way that the CCD transfers the image into the camera's memory. The easiest and most straightforward way would be to use wires to connect each pixel in an XY grid. But that presents a problem. Here's what goes wrong. After exposing the grid to light, we can use these wires to read the information pixel by pixel, measuring the charge on each section of the grid. This makes sense in principle, except all of the pixels and their electronic components leak a small bit of charge that distorts the charge coming from each pixel and leads to striations and patterns in the image. This distortion, called capacitive coupling, increases as the number of pixels increases. A CCD solves this problem in a very simple way. The pixels have no wires attached to them. A CCD is made from a slab of silicon. To make each pixel within the slab, engineers create insulating sections called channel stops. These divide the slab into rows. The surface is covered with a thin layer of insulating silicon dioxide, and then perpendicular to the channel stops, engineers deposit thin strips of metal, typically aluminum. Each pixel then is one section, bounded by channel stops in aluminum. So now we have our grid of pixels. Recall that when light strikes the whole array, the silicon pixels build up charge proportional to the intensity of the light striking them. We then have a captured image stored as charge within each pixel. The great innovation of the CCD was how it moved the image from the silicon array to the camera's memory system without using external wires that would distort the image. The CCD shifts the charges from row to row, without wires, until they reach the bottom when a readout register transfers the charge to the camera's memory with very little distortion. The camera then counts the charges and constructs the image using that data. Now, one last important question. How do we get color? A CCD only detects total light intensity, which is useful for producing a black and white image. But for a color photograph, we need to separate the entering light into red, green and blue. The most obvious solution is to filter the light into those three colors, using three three separate CCDs to capture red, blue, and green information and combine them into a full color image. However, engineers have created a cheaper solution. Instead of using three separate CCDs, they use a little math so they only need one. In this consumer camera, they cover that single CCD with a filter with red, green, and blue pixel size sections. This creates an image coming out of the CCD that's a mosaic of these three colors. The camera applies an algorithm to estimate the correct colors for each pixel. For example, For example, if a green filter covered a pixel, we would need to estimate the red and blue components of that pixel. To do this, they'd use the adjacent pixels and average the color intensity for the pixels in question. It works because the image's significant details are much larger than each pixel. This sounds implausible, but you've seen the results yourself. I'm Bill Hammack, the engineer guy. This video is based on a chapter in the book Eight Amazing Engineering Stories. The chapter features more information about this subject. Learn more about the book at the address below.
OCR: 8.84 microns 11.79 microns Would you like to translate the captions/subtitles for this video? If so, please go to http://www.engineerguy.com/translate Distortion from capacitive coupling Silicon S atomic no 14 atomicwt 28.0855 Si atomic wt 28.0855 single pixel www.engineerguy.com IMbillengineerguy 3 VOUOO 00n0o voUOU l0o0 DBF OF Lens Mirrors - CCD Color Filter Array Photoelectric effect Capacitive coupling Eight Amazing Engineering Stories MOS electron traps Using the Elements to Create Extraordinary Technologies MOS=Metal Oxide Semiconductors Bill Hammack, Patrick Ryan &Nick Ziech Clock cycle of CCD Color Filter Array Twatoring Digital Cameras, Lasers, Asowic Cocs. Nuclear Bombi, Microwivs Ovees A m Active pixel sensors (APS) CCD and the Nobel Prize Learn more about the book at www.engineerguy.com/elements Twathring Digital Cameras, Lasers, Alonic Cecs, Nuclear Bombi Macrowivs Ovees & m I Department of Chemical & Biomolecular Engineering School of Chemical Sciences University of Illinois - Urbana Production Team Bill Hammack Nick Ziech & Patrick Ryan BY SA Creative Commons ShareAlike 3.0 ArticulateNoise Productions Supported the Special Grant Program in Chemical Sciences @ CAMILLE & HENRY DrEYFUS FOUNDATION, INC.
VLM: Visual summary: A man in a red shirt gestures while speaking in front of a blue table holding a small robotic device with a screen and a small tool.
视觉摘要: 一名穿红色衬衫的男子在蓝色桌子前做手势并讲话，桌上放着一个带屏幕的小型机器人设备和一个小工具。
Visible product: Camera
Visible components: man; red shirt; blue table; small robotic device; screen; small tool
Visible actions: man gesturing; man speaking",data_video/processed/camera-001/clips/camera-001-scene-0007.mp4,data_video/keyframes/camera-001/frame_000008.jpg,871b69bf09dda7c6f7b865bc58cf2d942d802273536877d5d6a1a58fced1d6fb,en,0.922542,camera-001-asr-0004|camera-001-asr-0005|camera-001-asr-0006|camera-001-asr-0007|camera-001-asr-0008|camera-001-asr-0009|camera-001-asr-0010|camera-001-asr-0011|camera-001-asr-0012|camera-001-asr-0013|camera-001-asr-0014|camera-001-asr-0015|camera-001-asr-0016|camera-001-asr-0017|camera-001-asr-0018|camera-001-asr-0019|camera-001-asr-0020|camera-001-asr-0021|camera-001-asr-0022|camera-001-asr-0023|camera-001-asr-0024|camera-001-asr-0025|camera-001-asr-0026|camera-001-asr-0027|camera-001-asr-0028|camera-001-asr-0029|camera-001-asr-0030|camera-001-asr-0031|camera-001-asr-0032|camera-001-asr-0033|camera-001-asr-0034|camera-001-asr-0035|camera-001-asr-0036|camera-001-asr-0037|camera-001-asr-0038|camera-001-asr-0039|camera-001-asr-0040|camera-001-asr-0041|camera-001-asr-0042|camera-001-asr-0043|camera-001-asr-0044|camera-001-asr-0045|camera-001-asr-0046|camera-001-asr-0047|camera-001-asr-0048|camera-001-asr-0049|camera-001-asr-0050|camera-001-asr-0051|camera-001-asr-0052|camera-001-asr-0053|camera-001-asr-0054|camera-001-asr-0055,camera-001-ocr-00041|camera-001-ocr-00042|camera-001-ocr-00043|camera-001-ocr-00044|camera-001-ocr-00045|camera-001-ocr-00046|camera-001-ocr-00047|camera-001-ocr-00048|camera-001-ocr-00049|camera-001-ocr-00050|camera-001-ocr-00051|camera-001-ocr-00052|camera-001-ocr-00053|camera-001-ocr-00054|camera-001-ocr-00055|camera-001-ocr-00056|camera-001-ocr-00057|camera-001-ocr-00058|camera-001-ocr-00059|camera-001-ocr-00060|camera-001-ocr-00061|camera-001-ocr-00062|camera-001-ocr-00063|camera-001-ocr-00064|camera-001-ocr-00065|camera-001-ocr-00066|camera-001-ocr-00067|camera-001-ocr-00068|camera-001-ocr-00069|camera-001-ocr-00070|camera-001-ocr-00071|camera-001-ocr-00072|camera-001-ocr-00073|camera-001-ocr-00074|camera-001-ocr-00075|camera-001-ocr-00076|camera-001-ocr-00077|camera-001-ocr-00078|camera-001-ocr-00079|camera-001-ocr-00080|camera-001-ocr-00081|camera-001-ocr-00082|camera-001-ocr-00083|camera-001-ocr-00084|camera-001-ocr-00085|camera-001-ocr-00086|camera-001-ocr-00087|camera-001-ocr-00088|camera-001-ocr-00089|camera-001-ocr-00090|camera-001-ocr-00091|camera-001-ocr-00092|camera-001-ocr-00093|camera-001-ocr-00094|camera-001-ocr-00095|camera-001-ocr-00096|camera-001-ocr-00097|camera-001-ocr-00098|camera-001-ocr-00099|camera-001-ocr-00100|camera-001-ocr-00101|camera-001-ocr-00102|camera-001-ocr-00103|camera-001-ocr-00104|camera-001-ocr-00105|camera-001-ocr-00106|camera-001-ocr-00107|camera-001-ocr-00108|camera-001-ocr-00109|camera-001-ocr-00110|camera-001-ocr-00111|camera-001-ocr-00112|camera-001-ocr-00113|camera-001-ocr-00114|camera-001-ocr-00115|camera-001-ocr-00116|camera-001-ocr-00117|camera-001-ocr-00118|camera-001-ocr-00119|camera-001-ocr-00120|camera-001-ocr-00121|camera-001-ocr-00122|camera-001-ocr-00123|camera-001-ocr-00124|camera-001-ocr-00125|camera-001-ocr-00126|camera-001-ocr-00127|camera-001-ocr-00128|camera-001-ocr-00129|camera-001-ocr-00130|camera-001-ocr-00131|camera-001-ocr-00132|camera-001-ocr-00133|camera-001-ocr-00134|camera-001-ocr-00135|camera-001-ocr-00136|camera-001-ocr-00137|camera-001-ocr-00138|camera-001-ocr-00139|camera-001-ocr-00140|camera-001-ocr-00141|camera-001-ocr-00142|camera-001-ocr-00143|camera-001-ocr-00144|camera-001-ocr-00145|camera-001-ocr-00146|camera-001-ocr-00147|camera-001-ocr-00148|camera-001-ocr-00149|camera-001-ocr-00150|camera-001-ocr-00151|camera-001-ocr-00152,camera-001-scene-0007-vlm-0001,"{""clip_bytes"":10444150,""clip_sha256"":""6432bb90802e30eae3e59181d27d6a4e7580deb5c2d4a27cc27c3e72327a0ea3"",""detector"":""ffmpeg_scene_score"",""threshold"":0.32,""vlm_model"":""Qwen/Qwen3-VL-8B-Instruct"",""vlm_model_revision"":""0c351dd01ed87e9c1b53cbc748cba10e6187ff3b"",""vlm_prompt_version"":""catalog-grounded-visible-scene-json-v2"",""vlm_review_status"":""pending""}"
camera-001-asr-0001,camera-001,speech_segment,9.140,17.880,"Photographic technology has changed a lot in the last century. Digital photography became cheap and convenient because of the CCD, the charge coupled device inside this camera.",data_video/processed/camera-001/clips/camera-001-scene-0002.mp4,,871b69bf09dda7c6f7b865bc58cf2d942d802273536877d5d6a1a58fced1d6fb,en,0.864752,camera-001-asr-0001,,,"{""compression_ratio"":1.49537,""language_probability"":0.99707,""no_speech_probability"":0.08606,""words"":[{""end"":9.62,""probability"":0.967773,""start"":9.14,""word"":"" Photographic""},{""end"":10.1,""probability"":0.987305,""start"":9.62,""word"":"" technology""},{""end"":10.34,""probability"":0.988281,""start"":10.1,""word"":"" has""},{""end"":10.6,""probability"":0.99707,""start"":10.34,""word"":"" changed""},{""end"":10.8,""probability"":0.988281,""start"":10.6,""word"":"" a""},{""end"":11.02,""probability"":0.998535,""start"":10.8,""word"":"" lot""},{""end"":11.2,""probability"":0.991211,""start"":11.02,""word"":"" in""},{""end"":11.22,""probability"":0.997559,""start"":11.2,""word"":"" the""},{""end"":11.42,""probability"":0.997559,""start"":11.22,""word"":"" last""},{""end"":11.8,""probability"":0.995605,""start"":11.42,""word"":"" century.""},{""end"":12.38,""probability"":0.992676,""start"":11.96,""word"":"" Digital""},{""end"":12.8,""probability"":0.961914,""start"":12.38,""word"":"" photography""},{""end"":13.1,""probability"":0.984375,""start"":12.8,""word"":"" became""},{""end"":13.62,""probability"":0.995117,""start"":13.1,""word"":"" cheap""},{""end"":13.86,""probability"":0.997559,""start"":13.62,""word"":"" and""},{""end"":14.18,""probability"":0.993164,""start"":13.86,""word"":"" convenient""},{""end"":14.52,""probability"":0.984863,""start"":14.18,""word"":"" because""},{""end"":14.6,""probability"":0.808594,""start"":14.52,""word"":"" of""},{""end"":14.68,""probability"":0.973145,""start"":14.6,""word"":"" the""},{""end"":15.22,""probability"":0.988281,""start"":14.68,""word"":"" CCD,""},{""end"":15.4,""probability"":0.98291,""start"":15.3,""word"":"" the""},{""end"":15.78,""probability"":0.626953,""start"":15.4,""word"":"" charge""},{""end"":16.08,""probability"":0.590332,""start"":15.78,""word"":"" coupled""},{""end"":16.48,""probability"":0.993164,""start"":16.08,""word"":"" device""},{""end"":17.16,""probability"":0.628906,""start"":16.48,""word"":"" inside""},{""end"":17.56,""probability"":0.982422,""start"":17.16,""word"":"" this""},{""end"":17.88,""probability"":0.999023,""start"":17.56,""word"":"" camera.""}]}"
